ratio_egv_max,list_ass_sep_trace,list_ass_edu_trace,ratio_egv_max_quant,list_ass_sep_trace_quant,list_ass_edu_trace_quant,list_eigv_ratio_keep_sep,list_eigv_ratio_keep_edu
1.0067588646804155,1.2399607475759682,1.1299589427998793,20-40,60-80,40-60,1.0025749371623083,1.002602211920487
1.006544012722948,1.2287169122732189,1.2672232560700063,20-40,60-80,80-100,1.0027414211945316,1.0028348883290712
1.0071676296309495,1.2423640153992472,1.2863915494654117,60-80,60-80,80-100,1.002586081592146,1.0026596916254875
1.0083364265576182,1.1841678527900965,0.9733212748564056,80-100,40-60,0-20,1.0029770859729705,1.002553632620973
1.0081183831354026,1.1021171910533256,1.2146192857296954,80-100,20-40,60-80,1.0025244264277142,1.0028886167556168
1.0068944337480918,0.90837212466162,1.022595071546962,40-60,0-20,20-40,1.0018409297636086,1.0027678547711174
1.0069154194652432,1.3726235985296062,1.3209949993733154,40-60,80-100,80-100,1.0024603169310042,1.0028224574318465
1.0081132821772882,1.2631382987997084,1.1347701261023164,80-100,60-80,40-60,1.0026802699123494,1.002789411558239
1.0064442087522845,1.1059440784922838,1.1492513214685374,0-20,20-40,40-60,1.001913907998117,1.0026499460902727
1.0070200430570715,1.3365306358888311,1.1679615851455372,40-60,80-100,60-80,1.0023596291469234,1.002887875747375
1.0079273181725346,1.2824331626674517,1.0600757737479976,80-100,60-80,20-40,1.0019760478096527,1.0029426312234149
1.0069372012807347,1.257347107255581,1.2401624399375295,40-60,60-80,60-80,1.0026018282891773,1.0028107651852465
1.0072849773716095,1.303003414889074,1.027884673934817,60-80,80-100,20-40,1.0030708194284559,1.0027959215143403
1.006894239287541,1.2282567171377452,1.057136237558343,40-60,60-80,20-40,1.0029864801947577,1.0027478060386734
1.00722501679905,1.355822049745255,1.2353161260625212,60-80,80-100,60-80,1.0023006990401628,1.002874964129428
1.0066464252842235,1.1058462034654255,1.0147434560479986,20-40,20-40,20-40,1.0019889820911994,1.0027469094149422
1.008885758747509,1.2459463994082804,1.1283851241616916,80-100,60-80,40-60,1.002685674196836,1.0027554858273575
1.0079211078758006,1.2863462179107858,0.9701240828804804,80-100,60-80,0-20,1.002870748273447,1.0026262170724272
1.0068917055573336,1.2068162569796486,1.3045684775862585,40-60,40-60,80-100,1.001931592367164,1.002853267242507
1.0074184850998371,1.056261866989865,1.0194688372544425,60-80,0-20,20-40,1.0031306565837765,1.0027294069102632
1.0070745789463142,1.3124125157433797,1.1475818954020582,40-60,80-100,40-60,1.003074666296974,1.0027269997431312
1.0068248707134946,1.176059627037143,1.1981917744827857,40-60,40-60,60-80,1.0024883412777281,1.0027635130688195
1.0066519221885253,1.2231113450715465,1.044736452500793,20-40,40-60,20-40,1.0021414478979505,1.0028971884813194
1.0059380269496196,1.3107886419802424,1.1543250603643742,0-20,80-100,40-60,1.002421557708829,1.0024927142553368
1.007845361704823,1.5215302467245655,0.8829927610088919,80-100,80-100,0-20,1.0028722410252016,1.002824416814687
1.006975909100761,1.4063635417347584,0.9316198275287264,40-60,80-100,0-20,1.002772845243937,1.0024833121905454
1.0057850602424907,1.1378354778905044,0.9321915147461264,0-20,20-40,0-20,1.002031812814924,1.0025070049716502
1.0071303107533018,1.1970949054978828,1.0639584046879829,40-60,40-60,20-40,1.002537823445364,1.0029218792834758
1.0061623493029292,1.2492345714525868,0.9987660150260472,0-20,60-80,0-20,1.0018672627665226,1.0025212023234389
1.0064414525041008,1.3351668902355294,1.0627322040723688,0-20,80-100,20-40,1.0022608005807927,1.0026735182638882
1.0078856637898992,1.2800240074917602,1.0503321499997609,80-100,60-80,20-40,1.002656277561063,1.0026156356277762
1.0078938653712373,1.3766332853372765,1.296911254447997,80-100,80-100,80-100,1.003194930062726,1.0029568961147965
1.0070552537784272,1.37262485677345,1.2635711737940634,40-60,80-100,80-100,1.002557692099339,1.003078335146642
1.0073496016253392,0.9852554149610464,1.2612352808064546,60-80,0-20,80-100,1.0017403090330113,1.0028379701794954
1.0061336536341603,1.194466101124662,1.2215920129295552,0-20,40-60,60-80,1.0017444965222861,1.0027022499020828
1.0065978512963545,1.436652593188683,1.1793486674667215,20-40,80-100,60-80,1.0021227288745882,1.0028989508981556
1.0062881122909857,1.1123633192484723,1.155364350142038,0-20,20-40,40-60,1.0016404761723605,1.0025923433094457
1.0065253427009988,0.975066749861048,1.1470641528931464,20-40,0-20,40-60,1.0017438002699992,1.0026706278514979
1.0071070261223862,1.231372382057265,1.112337423558534,40-60,60-80,40-60,1.0025807687384203,1.002768380424169
1.0082977844063992,1.0549227360963225,1.206173076007971,80-100,0-20,60-80,1.0028110492796398,1.0027852947992364
1.0085070894996435,1.2387660030132022,1.1961248177635244,80-100,60-80,60-80,1.0016932094955944,1.0030339381635769
1.0065159667992132,1.175220623949237,1.2234649924194403,20-40,40-60,60-80,1.0019849789928899,1.0027540666695889
1.0061360550792275,1.1393172742849484,1.0226934293038583,0-20,20-40,20-40,1.0020247894411738,1.0026155362015954
1.0062298448483904,1.219759068247491,1.214013814475611,0-20,40-60,60-80,1.0017673519784878,1.0027014838144357
1.0068493555167577,1.1849621566671693,1.3499985670949664,40-60,40-60,80-100,1.0018512424465817,1.0028697520087373
1.0070065352411457,1.1813532815919665,1.3690417670029214,40-60,40-60,80-100,1.0020419626298644,1.0029031902133336
1.006633991177042,1.1904095225234244,1.2077669888687002,20-40,40-60,60-80,1.0024115237398086,1.0027370103178932
1.0068030190265411,1.1838077261936697,1.0022023928457868,20-40,40-60,0-20,1.0027996104429735,1.002553088150087
1.007665061951446,1.4292827777756911,1.0190232138194537,80-100,80-100,20-40,1.0024889087358904,1.0029656931341153
1.008017890874305,1.1169942802567572,1.0332610428860556,80-100,20-40,20-40,1.00283003319624,1.0028698620631524
1.0070511008137972,1.1187488331781528,1.096741247383875,40-60,20-40,40-60,1.0023088848112451,1.0027202680561758
1.007051532967073,1.2059666016517006,1.2189451225555747,40-60,40-60,60-80,1.0025699350130042,1.0027593321201866
1.0070295298576,1.1874924690592763,1.2745599843377131,40-60,40-60,80-100,1.002016621500287,1.0027850817037527
1.0067858209738487,1.1711733095115,1.1457729302108448,20-40,40-60,40-60,1.0017093950678595,1.002870687687719
1.0077073510946502,1.1100172438379976,1.12491933013745,80-100,20-40,40-60,1.002435198497501,1.0027129500522398
1.007247941886097,1.2308540139425097,1.0257910014070253,60-80,60-80,20-40,1.0024283900786437,1.0028746394782366
1.0068169280214414,1.1801162560496696,0.9219565515906152,40-60,40-60,0-20,1.002202048368896,1.0026699562852173
1.007030995357052,1.294344443647608,1.0931019178380237,40-60,80-100,40-60,1.001799181476271,1.0027418215200885
1.0063302328841155,1.2290065748667454,1.1183306202846792,0-20,60-80,40-60,1.0017672608013992,1.0027619511472796
1.0059903459679391,1.1783054759557552,0.9614578314510228,0-20,40-60,0-20,1.0020005608675955,1.0025545473678978
1.0066592186942962,1.0090319987925187,1.2562027789125665,20-40,0-20,80-100,1.0017557230806036,1.002915318917367
1.0068934520381083,1.1193341788763176,1.3031104452616458,40-60,20-40,80-100,1.0016910753179131,1.0027207639533253
1.007945089413756,1.1989435638957902,0.8635557482377254,80-100,40-60,0-20,1.0021171597234029,1.0030930450431697
1.007339983557774,1.2738018375989868,1.024591148255773,60-80,60-80,20-40,1.0024876130761564,1.0028246186486092
1.0080191176768016,1.1074058350655849,1.0135103274019592,80-100,20-40,20-40,1.0027790819309916,1.0028280693551768
1.006079873738219,1.188190554988934,1.012151676099272,0-20,40-60,20-40,1.001676225224829,1.0025233176515491
1.00740200737812,1.173665158625428,1.3123357641969886,60-80,40-60,80-100,1.0020914980816156,1.0029991748928102
1.0062675117625637,1.168169703369556,1.0461633825877397,0-20,40-60,20-40,1.0017182028310943,1.0028698197761097
1.0066660125641314,1.1636804998263168,0.9911889878684652,20-40,20-40,0-20,1.001824893599026,1.0027572558426774
1.0065925023652469,1.1177250190385366,1.1458894799688168,20-40,20-40,40-60,1.0022776571347978,1.0027601960720678
1.0073787408495165,1.4455091229975645,0.8128402907140837,60-80,80-100,0-20,1.0030866812666641,1.0024459646595945
1.0063413587495986,1.125003781612799,0.9466856182639992,0-20,20-40,0-20,1.00230843254161,1.0026174124392213
1.0074855926559956,1.173464011901331,1.1262427378496864,60-80,40-60,40-60,1.0028181267188525,1.0026885688692357
1.0080498623132923,1.2859008598626656,1.2399441407277505,80-100,60-80,60-80,1.0027581563970502,1.0031594204866099
1.0068518727524145,1.285411326127757,0.9934778498432386,40-60,60-80,0-20,1.00232118649333,1.0028918603728487
1.0066453637542137,1.190639451642153,1.0193694424451392,20-40,40-60,20-40,1.0026103784503513,1.0028117759883706
1.0068059981277608,1.3174157661155612,1.3705454510140125,20-40,80-100,80-100,1.0016471741416622,1.0028037467524404
1.0067138643466362,1.1841630417081648,1.2410138983451175,20-40,40-60,80-100,1.0018454934746714,1.0028826900056063
1.008939970873374,1.318224811420282,1.333209620802541,80-100,80-100,80-100,1.002587713125904,1.003186139112734
1.0070657456287255,1.2571560702808149,1.2623306554206088,40-60,60-80,80-100,1.0023312355756646,1.0028038962466295
1.0070119025846664,1.197288571263668,1.1604772856060868,40-60,40-60,40-60,1.0017683887751105,1.0027836097860996
1.0068014710100688,1.277768335413147,0.9625504225255712,20-40,60-80,0-20,1.001918985105365,1.002689147244567
1.0067035706554777,1.1064368615159634,1.2581450756876902,20-40,20-40,80-100,1.0022537598455865,1.0027264567855319
1.0063484375133065,1.308816380479649,1.0383973715613817,0-20,80-100,20-40,1.0017000329865158,1.0028064970142525
1.006904082783063,1.1839665066180616,1.0687648457288024,40-60,40-60,20-40,1.0021790282098653,1.0025559347959616
1.0066668246078316,1.2411316776520138,1.0083741002144646,20-40,60-80,20-40,1.0018495433969394,1.0027855992438153
1.0065555832469382,0.9947597668331888,1.2475284343682065,20-40,0-20,80-100,1.002131128116269,1.0027795613140198
1.0082112075537824,1.258697533573919,1.1010340573114017,80-100,60-80,40-60,1.002122123487013,1.003047432841084
1.0059693954126263,1.18977573825501,1.0368720382069418,0-20,40-60,20-40,1.0017457962906287,1.0026595672394298
1.008279981333069,1.2525769471930135,0.9496287188478334,80-100,60-80,0-20,1.002563521747678,1.0027436306948923
1.0070984994748302,1.268159059457403,1.1349021303049294,40-60,60-80,40-60,1.0027631421850376,1.002896751818033
1.0073410971555932,1.3036100382367048,0.9531842825242456,60-80,80-100,0-20,1.0017882802955334,1.0028346528340242
1.0073623785189838,1.3712176268016196,1.238059652275522,60-80,80-100,60-80,1.0032449581028176,1.0027651277388507
1.007507305799306,1.3254050326137987,0.9072201971722712,60-80,80-100,0-20,1.0027089680792605,1.0027192358028802
1.0071858581212814,1.1566748732845602,1.0854470794897977,60-80,20-40,20-40,1.0025541078102984,1.002688656608583
1.008171799767772,1.2786529596794285,1.2453205629163349,80-100,60-80,80-100,1.002754229396703,1.0029394111685805
1.006680729184034,1.1890478544187977,1.051511734735352,20-40,40-60,20-40,1.0021846562377674,1.002602349007788
1.007064684524567,1.1356337901862787,1.2030327060866002,40-60,20-40,60-80,1.0029331926192966,1.002762413104794
1.0061149592122305,1.3876627340976269,1.2159407986013884,0-20,80-100,60-80,1.0018649417794177,1.002753661998849
1.007165499260754,1.087848184577107,1.1174234456561312,60-80,0-20,40-60,1.0025891499091852,1.0029011828614705
1.0061667067519082,1.1334618158825225,1.1947550484011709,0-20,20-40,60-80,1.0018462591071242,1.0026348168909371
1.007519664381071,1.1816178447129628,1.231769681349034,60-80,40-60,60-80,1.002545514132611,1.0031065073375067
1.0076217750089709,1.0727075782608078,1.1039920500682523,80-100,0-20,40-60,1.0027508413154083,1.0030568419042913
1.0066967971477578,1.028540510751428,1.1685592224233168,20-40,0-20,60-80,1.0020500901007625,1.0025646859685362
1.007359963048068,1.256128508193783,1.0992355400637617,60-80,60-80,40-60,1.0030824227385136,1.002748905908348
1.0063866512300004,1.1475281980438927,1.081269580673417,0-20,20-40,20-40,1.0019308726929002,1.0026390336110147
1.0063086822764675,1.274580894260139,1.3054502446653526,0-20,60-80,80-100,1.0018353780249931,1.0026512217744867
1.007139645073266,1.2201927244602009,0.930308254488596,60-80,40-60,0-20,1.0028484139426983,1.0027845945228282
1.007226770948921,1.1438505887217676,1.040256759990996,60-80,20-40,20-40,1.0025858583785423,1.002801144385957
1.0073019848462137,1.086041212016107,1.1837301263072313,60-80,0-20,60-80,1.0030579131035873,1.0027359288133377
1.0072710160905656,1.5195298875713816,1.303806108272254,60-80,80-100,80-100,1.0019460022704483,1.002953525453409
1.006904434942882,1.2733725855362057,0.8904483916603669,40-60,60-80,0-20,1.0022023125344328,1.0027491270380307
1.0071882748063028,1.4563345793736997,1.3301658740653783,60-80,80-100,80-100,1.0022760721199766,1.0028801589947893
1.007430994994042,1.2030518656119746,1.197212132228307,60-80,40-60,60-80,1.0025496071980642,1.0026789537865601
1.006916500616171,1.2084290379627034,1.0185684220511595,40-60,40-60,20-40,1.0020221230140132,1.0025037339205916
1.0060999663969057,1.258230442866039,1.234814341161968,0-20,60-80,60-80,1.00186182595614,1.0026992189600112
1.0074323248865953,1.3055653018934334,1.1449352444655088,60-80,80-100,40-60,1.0029452265578982,1.0025995472185023
1.0067809649176074,1.0391503032891458,1.2344991298972208,20-40,0-20,60-80,1.002558714415293,1.0029412606991361
1.0063424525221012,1.2770770241349738,0.8886856031069882,0-20,60-80,0-20,1.002678188661928,1.0026506111718445
1.0072983138380944,1.0258230075471584,1.212825765312986,60-80,0-20,60-80,1.00175042409603,1.0027475017392768
1.007489233719889,1.391188332628758,1.265464464947767,60-80,80-100,80-100,1.002820087331091,1.0029570726638561
1.0073349710186377,1.3681150712800991,1.2470000606075446,60-80,80-100,80-100,1.002372087883919,1.0028292617808645
1.007679305182371,1.0150628813873084,1.0938892557960829,80-100,0-20,40-60,1.0022597333201073,1.0025489579312736
1.0068785581236368,1.1345499930351148,1.1141700026623576,40-60,20-40,40-60,1.0019218292611027,1.0028352646017895
1.0067828718651646,1.2866238403238637,1.2555788116250146,20-40,60-80,80-100,1.0017174599216534,1.0030993541571138
1.0075872996827844,0.9999996686507522,1.0769120302432862,80-100,0-20,20-40,1.0030938722853249,1.002841100176888
1.0072912839743198,0.9195534639105098,1.193430336504437,60-80,0-20,60-80,1.0018943333278032,1.0027805486826358
1.006688255864007,1.3271065986364738,1.0507893109547095,20-40,80-100,20-40,1.0024038431990518,1.0028553755295377
1.006249314598557,1.046882829424294,1.0464520377991784,0-20,0-20,20-40,1.0016848162212433,1.0024884788231336
1.0069409657312471,1.3079711589426295,1.145529877491036,40-60,80-100,40-60,1.0030477694011923,1.0025392160134419
1.006615641961509,1.1746951095476268,1.101670657435636,20-40,40-60,40-60,1.0021385703848538,1.0029027635800223
1.007009764197095,1.1542322097770183,1.0392549634690025,40-60,20-40,20-40,1.0021500319461911,1.0026187638938935
1.0082586511436384,1.3684599081373707,1.240592790275378,80-100,80-100,80-100,1.0023680103248638,1.002737949874565
1.0065727968472558,1.082902420793708,1.0667545258864743,20-40,0-20,20-40,1.0017329841664573,1.002666224944527
1.0065657913049788,1.1548593621515495,0.9355280351950588,20-40,20-40,0-20,1.0017955676963775,1.0026390922090003
1.0076230271561988,1.2917834682978326,1.346647819751572,80-100,60-80,80-100,1.0022362163141227,1.0029409496878396
1.007678623238223,1.1270982797943114,0.8701504434111411,80-100,20-40,0-20,1.0022135123932243,1.0029351970925062
1.0065561286769382,0.9470399837535508,0.8774964580339379,20-40,0-20,0-20,1.0021802095604575,1.002573575153939
1.007912030084973,1.3852351676492751,0.9471411234986652,80-100,80-100,0-20,1.0026246079811931,1.0028154512347758
1.006800088499267,1.1367603412209986,1.0453312416946476,20-40,20-40,20-40,1.0024284549999767,1.0024354097664117
1.005710982345852,1.0486777617792695,1.0458247718058344,0-20,0-20,20-40,1.0016331880904508,1.002452524030236
1.0078728911727597,1.3840769547017775,1.3268506789895833,80-100,80-100,80-100,1.0029181553484636,1.003306823227499
1.0068443625765908,1.3688831053545587,0.98048445742464,40-60,80-100,0-20,1.0022815691865097,1.0025794072881966
1.0085996334399456,1.1599010936245264,0.966902465200108,80-100,20-40,0-20,1.0032237736838137,1.0027771163672023
1.0063777101267335,1.3437603098094584,1.2685898396522992,0-20,80-100,80-100,1.002592071339555,1.0031319864738797
1.0061571004694931,1.2279222871132038,1.1462324655779663,0-20,60-80,40-60,1.002604635511654,1.0026919739503102
1.0079357082825886,1.093665475563428,0.9346803684570884,80-100,0-20,0-20,1.0018928237972435,1.00281693794489
1.0074225738605809,1.1377189317979313,1.0195125317080662,60-80,20-40,20-40,1.0028888760147483,1.0025653020470036
1.00754497507428,1.1529409429310111,1.0280300504559343,60-80,20-40,20-40,1.0018310947376774,1.00283604605156
1.0071108756378724,1.2013770685841505,1.0651894649065268,40-60,40-60,20-40,1.0022175137180156,1.0027760868517848
1.0064106704859583,1.3033187756633826,1.1115383274259434,0-20,80-100,40-60,1.001927616894956,1.002648316395386
1.0068339235426078,1.3042424856280057,1.1494586243513,40-60,80-100,40-60,1.0023209436550045,1.0028896940758207
1.006624642386513,1.2568826949801994,0.7921443210747706,20-40,60-80,0-20,1.0023850421698048,1.0025038286167656
1.006763674288662,1.2453462196076712,1.1926736235599926,20-40,60-80,60-80,1.001843961371281,1.0031774092691006
1.0074696053800452,1.213615465496542,1.039698696672251,60-80,40-60,20-40,1.0020478946474767,1.0028005557414932
1.007814261480536,1.269073572293359,1.142448082707267,80-100,60-80,40-60,1.0031706280406403,1.0026415706172793
1.0062533908736635,1.2315627966960467,1.273551858958505,0-20,60-80,80-100,1.002181721139235,1.002761281411797
1.0085167484732869,1.2227991734287604,0.932568806817626,80-100,40-60,0-20,1.0026828927009104,1.0027216550049591
