age_part_4cat,0-14,15-24,25-64,65+
0-14,5.54289071680376,0.5143945604540179,3.383834387234945,0.44320716674546384
15-24,0.7614603592687555,3.0,3.66929042317881,0.8722853581262706
25-64,0.9157852902240434,0.6708350092768319,3.7390233894132123,0.8170955061798656
65+,0.34775848914553353,0.4623582556791314,2.3689681622439647,1.4670807453416148
