combination,groups,target,size,rel_imm_thr,abs_imm_thr,index,ratio_egv_max,list_ass_sep_trace,list_ass_edu_trace,ratio_egv_max_quant,list_ass_sep_trace_quant,list_ass_edu_trace_quant,list_eigv_ratio_keep_sep,list_eigv_ratio_keep_edu
102,1,"high SEP, low edu",0.45,0.87,0.39,102,1.0066464252842235,1.1058462034654255,1.0147434560479986,20-40,20-40,20-40,1.0019889820911994,1.0027469094149422
105,1,"high SEP, low edu",0.45,0.99,0.45,105,1.0068917055573336,1.2068162569796486,1.3045684775862585,40-60,40-60,80-100,1.001931592367164,1.002853267242507
109,1,"high SEP, low edu",0.45,0.85,0.39,109,1.0066519221885253,1.2231113450715465,1.044736452500793,20-40,40-60,20-40,1.0021414478979505,1.0028971884813194
113,1,"high SEP, low edu",0.45,0.82,0.37,113,1.0057850602424907,1.1378354778905044,0.9321915147461264,0-20,20-40,0-20,1.002031812814924,1.0025070049716502
124,1,"high SEP, low edu",0.45,0.8,0.36,124,1.0065253427009988,0.975066749861048,1.1470641528931464,20-40,0-20,40-60,1.0017438002699992,1.002670627851498
129,1,"high SEP, low edu",0.45,0.81,0.37,129,1.0061360550792275,1.1393172742849484,1.0226934293038583,0-20,20-40,20-40,1.0020247894411738,1.0026155362015954
130,1,"high SEP, low edu",0.45,0.9,0.41,130,1.0062298448483904,1.219759068247491,1.214013814475611,0-20,40-60,60-80,1.0017673519784878,1.0027014838144357
138,1,"high SEP, low edu",0.45,0.92,0.42,138,1.007051532967073,1.2059666016517006,1.2189451225555747,40-60,40-60,60-80,1.0025699350130042,1.0027593321201866
140,1,"high SEP, low edu",0.45,0.84,0.38,140,1.0067858209738487,1.1711733095115,1.1457729302108448,20-40,40-60,40-60,1.0017093950678595,1.002870687687719
143,1,"high SEP, low edu",0.45,0.94,0.43,143,1.0068169280214414,1.1801162560496696,0.9219565515906152,40-60,40-60,0-20,1.002202048368896,1.0026699562852173
146,1,"high SEP, low edu",0.45,0.96,0.44,146,1.0059903459679391,1.1783054759557552,0.9614578314510228,0-20,40-60,0-20,1.0020005608675957,1.0025545473678978
147,1,"high SEP, low edu",0.45,0.95,0.43,147,1.0066592186942962,1.0090319987925187,1.2562027789125665,20-40,0-20,80-100,1.0017557230806036,1.002915318917367
149,1,"high SEP, low edu",0.45,0.96,0.43,149,1.007945089413756,1.1989435638957902,0.8635557482377254,80-100,40-60,0-20,1.0021171597234029,1.0030930450431697
150,1,"high SEP, low edu",0.45,0.9,0.41,150,1.007339983557774,1.2738018375989868,1.024591148255773,60-80,60-80,20-40,1.0024876130761564,1.0028246186486092
151,1,"high SEP, low edu",0.45,0.96,0.44,151,1.0080191176768016,1.1074058350655849,1.0135103274019592,80-100,20-40,20-40,1.0027790819309916,1.0028280693551768
152,1,"high SEP, low edu",0.45,0.79,0.36,152,1.006079873738219,1.188190554988934,1.012151676099272,0-20,40-60,20-40,1.001676225224829,1.0025233176515491
154,1,"high SEP, low edu",0.45,0.86,0.39,154,1.0062675117625637,1.168169703369556,1.0461633825877397,0-20,40-60,20-40,1.0017182028310945,1.0028698197761097
155,1,"high SEP, low edu",0.45,0.84,0.38,155,1.0066660125641314,1.1636804998263168,0.9911889878684652,20-40,20-40,0-20,1.001824893599026,1.0027572558426774
156,1,"high SEP, low edu",0.45,0.87,0.4,156,1.0065925023652469,1.1177250190385366,1.1458894799688168,20-40,20-40,40-60,1.0022776571347978,1.0027601960720678
158,1,"high SEP, low edu",0.45,0.8,0.36,158,1.0063413587495986,1.125003781612799,0.9466856182639992,0-20,20-40,0-20,1.00230843254161,1.002617412439221
162,1,"high SEP, low edu",0.45,0.85,0.39,162,1.0066453637542137,1.190639451642153,1.0193694424451392,20-40,40-60,20-40,1.0026103784503513,1.0028117759883706
168,1,"high SEP, low edu",0.45,0.94,0.43,168,1.0068014710100688,1.277768335413147,0.9625504225255712,20-40,60-80,0-20,1.001918985105365,1.002689147244567
171,1,"high SEP, low edu",0.45,0.92,0.42,171,1.006904082783063,1.1839665066180616,1.0687648457288024,40-60,40-60,20-40,1.0021790282098653,1.0025559347959616
172,1,"high SEP, low edu",0.45,0.89,0.41,172,1.0066668246078316,1.2411316776520138,1.0083741002144646,20-40,60-80,20-40,1.0018495433969394,1.0027855992438153
175,1,"high SEP, low edu",0.45,0.77,0.35,175,1.0059693954126263,1.18977573825501,1.0368720382069418,0-20,40-60,20-40,1.0017457962906289,1.0026595672394298
187,1,"high SEP, low edu",0.45,0.93,0.42,187,1.0061667067519082,1.1334618158825225,1.1947550484011709,0-20,20-40,60-80,1.0018462591071242,1.0026348168909371
195,1,"high SEP, low edu",0.45,0.99,0.45,195,1.007226770948921,1.1438505887217676,1.040256759990996,60-80,20-40,20-40,1.0025858583785423,1.002801144385957
201,1,"high SEP, low edu",0.45,0.89,0.4,201,1.006916500616171,1.2084290379627034,1.0185684220511595,40-60,40-60,20-40,1.0020221230140132,1.0025037339205916
205,1,"high SEP, low edu",0.45,0.96,0.44,205,1.0063424525221012,1.2770770241349738,0.8886856031069882,0-20,60-80,0-20,1.002678188661928,1.0026506111718445
210,1,"high SEP, low edu",0.45,0.83,0.38,210,1.0068785581236368,1.1345499930351148,1.1141700026623576,40-60,20-40,40-60,1.0019218292611027,1.0028352646017895
211,1,"high SEP, low edu",0.45,0.92,0.42,211,1.0067828718651646,1.2866238403238637,1.2555788116250146,20-40,60-80,80-100,1.0017174599216534,1.0030993541571138
212,1,"high SEP, low edu",0.45,0.85,0.38,212,1.0075872996827844,0.9999996686507522,1.0769120302432862,80-100,0-20,20-40,1.0030938722853249,1.002841100176888
213,1,"high SEP, low edu",0.45,0.94,0.43,213,1.0072912839743198,0.9195534639105098,1.193430336504437,60-80,0-20,60-80,1.0018943333278032,1.0027805486826358
215,1,"high SEP, low edu",0.45,0.82,0.37,215,1.006249314598557,1.046882829424294,1.0464520377991784,0-20,0-20,20-40,1.0016848162212433,1.0024884788231336
220,1,"high SEP, low edu",0.45,0.8,0.36,220,1.0065727968472558,1.082902420793708,1.0667545258864743,20-40,0-20,20-40,1.0017329841664573,1.002666224944527
221,1,"high SEP, low edu",0.45,0.96,0.44,221,1.0065657913049788,1.1548593621515495,0.9355280351950588,20-40,20-40,0-20,1.0017955676963777,1.0026390922090005
224,1,"high SEP, low edu",0.45,0.84,0.38,224,1.0065561286769382,0.9470399837535508,0.8774964580339379,20-40,0-20,0-20,1.0021802095604575,1.002573575153939
226,1,"high SEP, low edu",0.45,0.99,0.45,226,1.006800088499267,1.1367603412209986,1.0453312416946476,20-40,20-40,20-40,1.002428454999977,1.0024354097664117
227,1,"high SEP, low edu",0.45,0.9,0.41,227,1.005710982345852,1.0486777617792695,1.0458247718058344,0-20,0-20,20-40,1.0016331880904508,1.002452524030236
231,1,"high SEP, low edu",0.45,0.99,0.45,231,1.0063777101267335,1.3437603098094584,1.2685898396522992,0-20,80-100,80-100,1.002592071339555,1.0031319864738797
237,1,"high SEP, low edu",0.45,0.89,0.4,237,1.0064106704859583,1.3033187756633826,1.1115383274259434,0-20,80-100,40-60,1.001927616894956,1.002648316395386
252,1,"high SEP, low edu",0.45,0.98,0.45,252,1.006778776004818,1.1543258760540036,0.9486152709248084,20-40,20-40,0-20,1.0024203478318976,1.0025536736923637
253,1,"high SEP, low edu",0.45,0.8,0.36,253,1.0062269753594362,1.0914053635169962,1.1126221947712938,0-20,0-20,40-60,1.001655610390704,1.0025966836486704
255,1,"high SEP, low edu",0.45,0.92,0.42,255,1.0064987604600322,1.0923091911035676,1.2893080164022843,20-40,0-20,80-100,1.0017004659734985,1.002949379714625
258,1,"high SEP, low edu",0.45,0.94,0.42,258,1.0067436600219075,0.9799337326463532,1.052774078029786,20-40,0-20,20-40,1.00199901080366,1.0025311341282428
265,1,"high SEP, low edu",0.45,0.73,0.33,265,1.0068469539317018,1.1194524145455982,0.8699052489825536,40-60,20-40,0-20,1.0018159363391697,1.00252264860648
266,1,"high SEP, low edu",0.45,0.92,0.42,266,1.006953362736308,1.2040518717415858,1.0245419202484731,40-60,40-60,20-40,1.002846962620046,1.0026268181320797
273,1,"high SEP, low edu",0.45,0.85,0.38,273,1.0061146806583057,1.160881890576079,0.92503778572535,0-20,20-40,0-20,1.0020921501064832,1.0025334992735948
274,1,"high SEP, low edu",0.45,0.92,0.42,274,1.006740973044242,1.2147396977778306,1.0057153443867026,20-40,40-60,0-20,1.0018304579762431,1.0028290835477789
275,1,"high SEP, low edu",0.45,0.88,0.4,275,1.00651160440596,1.1351002221560742,1.1614589705257452,20-40,20-40,40-60,1.0018885460769134,1.0028747758322225
276,1,"high SEP, low edu",0.45,0.89,0.4,276,1.006581999491765,1.1858942616815151,0.9731004649581114,20-40,40-60,0-20,1.001752101121384,1.0026513828743666
277,1,"high SEP, low edu",0.45,0.98,0.45,277,1.006226833198416,1.189416512100702,1.2531012536091586,0-20,40-60,80-100,1.001811324151684,1.002830519237864
288,1,"high SEP, low edu",0.45,0.9,0.41,288,1.006724513890116,1.0769936348251703,0.9230320415276106,20-40,0-20,0-20,1.0019515061051931,1.0027071386051587
289,1,"high SEP, low edu",0.45,0.94,0.43,289,1.0061616089114696,1.190199083603856,0.897760320617652,0-20,40-60,0-20,1.0019523507495438,1.00253555150514
298,1,"high SEP, low edu",0.45,0.77,0.35,298,1.0059965111314957,1.1468264309058038,1.1012209167219829,0-20,20-40,40-60,1.001832948262917,1.00286909509553
301,1,"high SEP, low edu",0.45,0.81,0.37,301,1.005934552226793,0.9997209402079756,0.95891493947269,0-20,0-20,0-20,1.0020967408388033,1.0025140665459111
303,1,"high SEP, low edu",0.45,0.94,0.43,303,1.0068623874645648,1.133168873272216,0.9810166781710176,40-60,20-40,0-20,1.0021422571927088,1.0028375491777068
306,1,"high SEP, low edu",0.45,0.84,0.38,306,1.0068024051422697,1.2112535177420556,0.98006527613882,20-40,40-60,0-20,1.001726077747244,1.0027597621189503
309,1,"high SEP, low edu",0.45,0.97,0.44,309,1.006561663496685,1.3229341383218407,1.2056439172982416,20-40,80-100,60-80,1.0020200982472045,1.0027680914062818
