combination,groups,target,size,rel_imm_thr,abs_imm_thr,index,ratio_egv_max,list_ass_sep_trace,list_ass_edu_trace,ratio_egv_max_quant,list_ass_sep_trace_quant,list_ass_edu_trace_quant,list_eigv_ratio_keep_sep,list_eigv_ratio_keep_edu
26,2,low edu,0.69,0.64,0.44,26,1.0068958356107691,1.2825473476303395,1.3165352612983643,40-60,60-80,80-100,1.001733255285982,1.0029606412586414
27,2,high SEP,0.69,0.55,0.38,27,1.0070146583170785,1.0956401053995273,1.1134301061450629,40-60,0-20,40-60,1.0019712032021837,1.0028343705566811
27,2,low edu,0.69,0.54,0.37,27,1.0070146583170785,1.0956401053995273,1.1134301061450629,40-60,0-20,40-60,1.0019712032021837,1.0028343705566811
28,1,low edu,0.69,0.61,0.42,28,1.0094347600843476,1.3176227305777348,1.2267355034390477,80-100,80-100,60-80,1.003404389455481,1.0030445033284334
29,2,high SEP,0.69,0.65,0.45,29,1.0067694825084788,1.322118871803128,1.1318363537390823,20-40,80-100,40-60,1.0018946319317283,1.0032184130596298
29,2,low edu,0.69,0.54,0.37,29,1.0067694825084788,1.322118871803128,1.1318363537390823,20-40,80-100,40-60,1.0018946319317283,1.0032184130596298
30,2,high SEP,0.69,0.55,0.38,30,1.0073463971731764,1.1557888672307497,1.246376821703596,60-80,20-40,80-100,1.0017134721965932,1.0027920641682484
30,2,low edu,0.69,0.61,0.42,30,1.0073463971731764,1.1557888672307497,1.246376821703596,60-80,20-40,80-100,1.0017134721965932,1.0027920641682484
31,2,high SEP,0.69,0.61,0.42,31,1.0067730996277875,1.1583196854960185,1.1415659846062498,20-40,20-40,40-60,1.0020287383498467,1.002574602688412
31,2,low edu,0.69,0.55,0.38,31,1.0067730996277875,1.1583196854960185,1.1415659846062498,20-40,20-40,40-60,1.0020287383498467,1.002574602688412
32,2,high SEP,0.69,0.91,0.63,32,1.007972327962397,1.4601063976392827,1.0321676335603196,80-100,80-100,20-40,1.0030575960843766,1.0029628770104675
32,2,low edu,0.69,0.52,0.36,32,1.007972327962397,1.4601063976392827,1.0321676335603196,80-100,80-100,20-40,1.0030575960843766,1.0029628770104675
33,2,high SEP,0.69,0.67,0.46,33,1.0073396033141548,1.1928106369849794,1.0861125587396163,60-80,40-60,20-40,1.0019808200550977,1.0025227897739164
33,2,low edu,0.69,0.54,0.37,33,1.0073396033141548,1.1928106369849794,1.0861125587396163,60-80,40-60,20-40,1.0019808200550977,1.0025227897739164
34,2,high SEP,0.69,0.64,0.44,34,1.007063341254772,1.2962171746993132,1.208442413440029,40-60,80-100,60-80,1.0026260639174398,1.002783359507758
34,2,low edu,0.69,0.54,0.37,34,1.007063341254772,1.2962171746993132,1.208442413440029,40-60,80-100,60-80,1.0026260639174398,1.002783359507758
35,2,high SEP,0.69,0.6,0.41,35,1.0062314187924717,1.2950212145555642,1.2537298674000148,0-20,80-100,80-100,1.001700841291313,1.0029030703674895
35,2,low edu,0.69,0.55,0.38,35,1.0062314187924717,1.2950212145555642,1.2537298674000148,0-20,80-100,80-100,1.001700841291313,1.0029030703674895
36,2,high SEP,0.69,0.56,0.39,36,1.0074986504472194,1.0963753982651911,1.0830117256013536,60-80,0-20,20-40,1.0027492849422044,1.0028032288972968
36,2,low edu,0.69,0.52,0.35,36,1.0074986504472194,1.0963753982651911,1.0830117256013536,60-80,0-20,20-40,1.0027492849422044,1.0028032288972968
37,2,high SEP,0.69,0.68,0.47,37,1.0069520120012805,1.3768817735080785,0.8132091044489602,40-60,80-100,0-20,1.002359090682335,1.0024914757241306
37,2,low edu,0.69,0.48,0.33,37,1.0069520120012805,1.3768817735080785,0.8132091044489602,40-60,80-100,0-20,1.002359090682335,1.0024914757241306
38,2,high SEP,0.69,0.79,0.54,38,1.0080186322918645,1.1821081739035306,1.1027988534311854,80-100,40-60,40-60,1.002393426634527,1.00272143954449
38,2,low edu,0.69,0.68,0.47,38,1.0080186322918645,1.1821081739035306,1.1027988534311854,80-100,40-60,40-60,1.002393426634527,1.00272143954449
39,2,high SEP,0.69,0.55,0.38,39,1.0068369672030213,1.0726238368712555,1.0710689284927817,40-60,0-20,20-40,1.0022674766391937,1.0026692719200196
39,2,low edu,0.69,0.5,0.34,39,1.0068369672030213,1.0726238368712555,1.0710689284927817,40-60,0-20,20-40,1.0022674766391937,1.0026692719200196
40,2,high SEP,0.69,0.66,0.45,40,1.0073633100791994,1.2242539439391975,1.1371077387914996,60-80,40-60,40-60,1.0024210605750816,1.0025810358194702
40,2,low edu,0.69,0.53,0.37,40,1.0073633100791994,1.2242539439391975,1.1371077387914996,60-80,40-60,40-60,1.0024210605750816,1.0025810358194702
41,2,high SEP,0.69,0.93,0.65,41,1.0072017131745743,1.452864629923392,0.8759200647185473,60-80,80-100,0-20,1.0024592241854713,1.0028370308789911
41,2,low edu,0.69,0.49,0.34,41,1.0072017131745743,1.452864629923392,0.8759200647185473,60-80,80-100,0-20,1.0024592241854713,1.0028370308789911
42,1,low edu,0.69,0.52,0.35,42,1.0082438791316932,1.443290186174303,0.9298628515075322,80-100,80-100,0-20,1.0028360310151705,1.0028963308770815
43,2,high SEP,0.69,0.9,0.62,43,1.0069706917778198,1.3618272139565426,1.2647273011533202,40-60,80-100,80-100,1.0028555492849665,1.0027091205361227
43,2,low edu,0.69,0.59,0.4,43,1.0069706917778198,1.3618272139565426,1.2647273011533202,40-60,80-100,80-100,1.0028555492849665,1.0027091205361227
44,2,high SEP,0.69,0.68,0.47,44,1.0079612084279368,1.2339469749856582,1.0689189369424792,80-100,60-80,20-40,1.00256577969492,1.002698350861936
44,2,low edu,0.69,0.58,0.4,44,1.0079612084279368,1.2339469749856582,1.0689189369424792,80-100,60-80,20-40,1.00256577969492,1.002698350861936
45,2,high SEP,0.69,0.54,0.37,45,1.0061399666544415,1.1108969001316784,0.9531399077852384,0-20,20-40,0-20,1.0022648851363936,1.0025298974061576
45,2,low edu,0.69,0.49,0.34,45,1.0061399666544415,1.1108969001316784,0.9531399077852384,0-20,20-40,0-20,1.0022648851363936,1.0025298974061576
46,2,high SEP,0.69,0.55,0.38,46,1.0064043095651714,1.1653290131195235,1.066278374650255,0-20,20-40,20-40,1.0018451611447654,1.002518914789243
46,2,low edu,0.69,0.52,0.35,46,1.0064043095651714,1.1653290131195235,1.066278374650255,0-20,20-40,20-40,1.0018451611447654,1.002518914789243
47,2,high SEP,0.69,0.57,0.4,47,1.0083287881899126,1.0587459172398492,1.3397015825392842,80-100,0-20,80-100,1.0025053050446102,1.0029941632381552
47,2,low edu,0.69,0.65,0.45,47,1.0083287881899126,1.0587459172398492,1.3397015825392842,80-100,0-20,80-100,1.0025053050446102,1.0029941632381552
48,2,high SEP,0.69,0.92,0.63,48,1.0082975149404207,1.285519654895189,0.8999371475037515,80-100,60-80,0-20,1.0027517659702634,1.002669013991354
48,2,low edu,0.69,0.62,0.43,48,1.0082975149404207,1.285519654895189,0.8999371475037515,80-100,60-80,0-20,1.0027517659702634,1.002669013991354
49,2,high SEP,0.69,0.73,0.5,49,1.007205690561713,1.37006865852913,1.2178577602199605,60-80,80-100,60-80,1.0024027231107306,1.00277594295099
49,2,low edu,0.69,0.59,0.41,49,1.007205690561713,1.37006865852913,1.2178577602199605,60-80,80-100,60-80,1.0024027231107306,1.00277594295099
50,2,high SEP,0.69,0.56,0.38,50,1.0060113644870468,1.187036806231066,0.978142285783441,0-20,40-60,0-20,1.002235208135276,1.0028466107325271
50,2,low edu,0.69,0.5,0.34,50,1.0060113644870468,1.187036806231066,0.978142285783441,0-20,40-60,0-20,1.002235208135276,1.0028466107325271
51,2,high SEP,0.69,0.83,0.58,51,1.0079437852179567,1.3686571778354724,1.2382163078115371,80-100,80-100,60-80,1.0031086291773248,1.0027116308138675
51,2,low edu,0.69,0.66,0.45,51,1.0079437852179567,1.3686571778354724,1.2382163078115371,80-100,80-100,60-80,1.0031086291773248,1.0027116308138675
52,2,high SEP,0.69,0.69,0.48,52,1.0073489546543524,1.1730825488152117,1.0325220935308597,60-80,40-60,20-40,1.0027642312486322,1.0025554193435198
52,2,low edu,0.69,0.51,0.35,52,1.0073489546543524,1.1730825488152117,1.0325220935308597,60-80,40-60,20-40,1.0027642312486322,1.0025554193435198
53,2,high SEP,0.69,0.57,0.39,53,1.005987700244301,1.109563117624695,1.2567911517948416,0-20,20-40,80-100,1.0018555713669273,1.002694873285687
53,2,low edu,0.69,0.56,0.38,53,1.005987700244301,1.109563117624695,1.2567911517948416,0-20,20-40,80-100,1.0018555713669273,1.002694873285687
54,2,high SEP,0.69,0.89,0.61,54,1.0079626792392686,1.364845399233666,1.0453970752262745,80-100,80-100,20-40,1.0019680611219597,1.0027444991072607
54,2,low edu,0.69,0.65,0.44,54,1.0079626792392686,1.364845399233666,1.0453970752262745,80-100,80-100,20-40,1.0019680611219597,1.0027444991072607
55,2,high SEP,0.69,0.55,0.38,55,1.0063407894920056,1.075625576391558,1.2794874356843935,0-20,0-20,80-100,1.001645612781919,1.0027895992690532
55,2,low edu,0.69,0.61,0.42,55,1.0063407894920056,1.075625576391558,1.2794874356843935,0-20,0-20,80-100,1.001645612781919,1.0027895992690532
56,2,high SEP,0.69,0.53,0.36,56,1.0062330929277816,1.0423351120742332,1.0818788961295236,0-20,0-20,20-40,1.001853508446713,1.0027476433712008
56,2,low edu,0.69,0.51,0.35,56,1.0062330929277816,1.0423351120742332,1.0818788961295236,0-20,0-20,20-40,1.001853508446713,1.0027476433712008
57,2,high SEP,0.69,0.73,0.5,57,1.0068270725550157,1.1632066879677376,0.9400396020791464,40-60,20-40,0-20,1.0020492606766656,1.002573705817435
57,2,low edu,0.69,0.56,0.38,57,1.0068270725550157,1.1632066879677376,0.9400396020791464,40-60,20-40,0-20,1.0020492606766656,1.002573705817435
58,2,high SEP,0.69,0.63,0.44,58,1.0068706007648052,1.2239691976701164,1.0815390045927735,40-60,40-60,20-40,1.002827382388923,1.002543968166575
58,2,low edu,0.69,0.52,0.36,58,1.0068706007648052,1.2239691976701164,1.0815390045927735,40-60,40-60,20-40,1.002827382388923,1.002543968166575
59,2,high SEP,0.69,0.78,0.54,59,1.007026310849177,1.3361368397920672,1.1989930657619414,40-60,80-100,60-80,1.0022720096400113,1.0029783290034764
59,2,low edu,0.69,0.56,0.38,59,1.007026310849177,1.3361368397920672,1.1989930657619414,40-60,80-100,60-80,1.0022720096400113,1.0029783290034764
60,2,high SEP,0.69,0.68,0.47,60,1.007525082896732,1.217297310903363,1.302891294138758,60-80,40-60,80-100,1.0028697853824646,1.0028765616298312
60,2,low edu,0.69,0.6,0.41,60,1.007525082896732,1.217297310903363,1.302891294138758,60-80,40-60,80-100,1.0028697853824646,1.0028765616298312
61,2,high SEP,0.69,0.65,0.45,61,1.0073877696269538,1.1692855301647636,0.9133030967133676,60-80,40-60,0-20,1.0029542964780644,1.0027715249809224
61,2,low edu,0.69,0.52,0.36,61,1.0073877696269538,1.1692855301647636,0.9133030967133676,60-80,40-60,0-20,1.0029542964780644,1.0027715249809224
62,2,high SEP,0.69,0.66,0.46,62,1.0072538621823075,1.1967818003220208,1.06632920807255,60-80,40-60,20-40,1.001638716431038,1.0030020315724235
62,2,low edu,0.69,0.58,0.4,62,1.0072538621823075,1.1967818003220208,1.06632920807255,60-80,40-60,20-40,1.001638716431038,1.0030020315724235
63,2,high SEP,0.69,0.57,0.39,63,1.0072204095558674,1.100311982759313,0.9429098540126728,60-80,0-20,0-20,1.002812508335719,1.002646158757014
63,2,low edu,0.69,0.51,0.35,63,1.0072204095558674,1.100311982759313,0.9429098540126728,60-80,0-20,0-20,1.002812508335719,1.002646158757014
64,2,high SEP,0.69,0.55,0.38,64,1.0063958311679273,1.1359477141803451,1.121718743000144,0-20,20-40,40-60,1.0017344059181963,1.0026468229510932
64,2,low edu,0.69,0.52,0.36,64,1.0063958311679273,1.1359477141803451,1.121718743000144,0-20,20-40,40-60,1.0017344059181963,1.0026468229510932
65,2,high SEP,0.69,0.6,0.41,65,1.0075130799184622,1.1408175849964624,1.0444052896002292,60-80,20-40,20-40,1.0025691026978576,1.002887610069087
65,2,low edu,0.69,0.51,0.35,65,1.0075130799184622,1.1408175849964624,1.0444052896002292,60-80,20-40,20-40,1.0025691026978576,1.002887610069087
66,2,high SEP,0.69,0.53,0.37,66,1.006885753720188,1.1091329875765248,1.0526083602741978,40-60,20-40,20-40,1.001705582903646,1.0027340545909371
66,2,low edu,0.69,0.52,0.36,66,1.006885753720188,1.1091329875765248,1.0526083602741978,40-60,20-40,20-40,1.001705582903646,1.0027340545909371
67,2,high SEP,0.69,0.65,0.45,67,1.0073703846605255,1.1260533759029734,0.9334483674762292,60-80,20-40,0-20,1.003189513257562,1.0027877257285969
67,2,low edu,0.69,0.49,0.34,67,1.0073703846605255,1.1260533759029734,0.9334483674762292,60-80,20-40,0-20,1.003189513257562,1.0027877257285969
68,1,low edu,0.69,0.57,0.39,68,1.0071813755646604,1.3669469216942824,1.2729623031212496,60-80,80-100,80-100,1.0023073728887946,1.0029782333273771
69,4,low SEP,0.31,0.94,0.29,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
69,4,high SEP,0.69,0.52,0.36,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
69,4,low edu,0.69,0.48,0.33,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
69,4,high edu,0.31,0.99,0.31,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
70,2,high SEP,0.69,0.68,0.47,70,1.0086194639159822,1.156422910274133,0.9484317761665892,80-100,20-40,0-20,1.0030342842297175,1.0029143083516188
70,2,low edu,0.69,0.53,0.37,70,1.0086194639159822,1.156422910274133,0.9484317761665892,80-100,20-40,0-20,1.0030342842297175,1.0029143083516188
71,2,high SEP,0.69,0.68,0.47,71,1.007353295077689,1.2392271950514804,1.0777072977661704,60-80,60-80,20-40,1.002820047608668,1.0028758394575708
71,2,low edu,0.69,0.51,0.35,71,1.007353295077689,1.2392271950514804,1.0777072977661704,60-80,60-80,20-40,1.002820047608668,1.0028758394575708
72,2,high SEP,0.69,0.57,0.39,72,1.007622058850857,1.092189548810399,1.0059883392120872,80-100,0-20,20-40,1.002753322445518,1.0027076069209342
72,2,low edu,0.69,0.52,0.35,72,1.007622058850857,1.092189548810399,1.0059883392120872,80-100,0-20,20-40,1.002753322445518,1.0027076069209342
73,2,high SEP,0.69,0.69,0.48,73,1.0070972130804876,1.0793255314543178,1.2145131069958772,40-60,0-20,60-80,1.0024688769575505,1.0028554880229286
73,2,low edu,0.69,0.63,0.43,73,1.0070972130804876,1.0793255314543178,1.2145131069958772,40-60,0-20,60-80,1.0024688769575505,1.0028554880229286
74,2,high SEP,0.69,0.53,0.37,74,1.0066224871583802,1.0910792466227133,1.3231315490523046,20-40,0-20,80-100,1.0016707330438963,1.0030042427302026
74,2,low edu,0.69,0.62,0.43,74,1.0066224871583802,1.0910792466227133,1.3231315490523046,20-40,0-20,80-100,1.0016707330438963,1.0030042427302026
75,2,high SEP,0.69,0.87,0.6,75,1.0078761948045116,1.3978282970296652,1.2610593792398674,80-100,80-100,80-100,1.0018909865896792,1.0029216074044285
75,2,low edu,0.69,0.6,0.41,75,1.0078761948045116,1.3978282970296652,1.2610593792398674,80-100,80-100,80-100,1.0018909865896792,1.0029216074044285
76,2,high SEP,0.69,0.53,0.37,76,1.006915692909049,1.0890394928241105,1.32808987129409,40-60,0-20,80-100,1.0017133257282178,1.0032302885921232
76,2,low edu,0.69,0.63,0.43,76,1.006915692909049,1.0890394928241105,1.32808987129409,40-60,0-20,80-100,1.0017133257282178,1.0032302885921232
77,2,high SEP,0.69,0.6,0.42,77,1.0067175622846671,1.1730892471034693,0.9844415167141064,20-40,40-60,0-20,1.0023493494489255,1.002787980664285
77,2,low edu,0.69,0.5,0.35,77,1.0067175622846671,1.1730892471034693,0.9844415167141064,20-40,40-60,0-20,1.0023493494489255,1.002787980664285
78,3,low SEP,0.31,1.0,0.31,78,1.0068755333213566,1.005410349853368,1.080482163841789,40-60,0-20,20-40,1.002304389898761,1.002944100688555
78,3,high SEP,0.69,0.53,0.37,78,1.0068755333213566,1.005410349853368,1.080482163841789,40-60,0-20,20-40,1.002304389898761,1.002944100688555
78,3,low edu,0.69,0.51,0.35,78,1.0068755333213566,1.005410349853368,1.080482163841789,40-60,0-20,20-40,1.002304389898761,1.002944100688555
80,3,low SEP,0.31,0.94,0.29,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
80,3,high SEP,0.69,0.58,0.4,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
80,3,low edu,0.69,0.54,0.37,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
81,1,low edu,0.69,0.51,0.35,81,1.0074329866389569,1.246679293755374,1.0192532135812096,60-80,60-80,20-40,1.0031209565611825,1.0026905259485044
82,2,high SEP,0.69,0.77,0.53,82,1.0071951569915687,1.2194459847146868,1.173758009988538,60-80,40-60,60-80,1.003163681638576,1.0027579733597745
82,2,low edu,0.69,0.53,0.36,82,1.0071951569915687,1.2194459847146868,1.173758009988538,60-80,40-60,60-80,1.003163681638576,1.0027579733597745
83,2,high SEP,0.69,0.62,0.43,83,1.007752720585322,1.2374280702292042,1.2821358120207769,80-100,60-80,80-100,1.0030446862845432,1.002889060082787
83,2,low edu,0.69,0.63,0.43,83,1.007752720585322,1.2374280702292042,1.2821358120207769,80-100,60-80,80-100,1.0030446862845432,1.002889060082787
84,2,high SEP,0.69,0.54,0.37,84,1.006617023937627,1.112415131003012,1.098883167861504,20-40,20-40,40-60,1.001742095321993,1.0027900578086646
84,2,low edu,0.69,0.52,0.36,84,1.006617023937627,1.112415131003012,1.098883167861504,20-40,20-40,40-60,1.001742095321993,1.0027900578086646
85,2,high SEP,0.69,0.71,0.49,85,1.0068980774696668,1.2671303777383494,1.0924906807035484,40-60,60-80,40-60,1.002740353593589,1.0026485891949677
85,2,low edu,0.69,0.52,0.36,85,1.0068980774696668,1.2671303777383494,1.0924906807035484,40-60,60-80,40-60,1.002740353593589,1.0026485891949677
86,2,high SEP,0.69,0.78,0.54,86,1.007237264858028,1.24209214859354,0.9376466093544014,60-80,60-80,0-20,1.0016510183119078,1.002565358143607
86,2,low edu,0.69,0.62,0.43,86,1.007237264858028,1.24209214859354,0.9376466093544014,60-80,60-80,0-20,1.0016510183119078,1.002565358143607
87,2,high SEP,0.69,0.65,0.45,87,1.0067588646804155,1.2399607475759682,1.1299589427998793,20-40,60-80,40-60,1.0025749371623085,1.002602211920487
87,2,low edu,0.69,0.51,0.35,87,1.0067588646804155,1.2399607475759682,1.1299589427998793,20-40,60-80,40-60,1.0025749371623085,1.002602211920487
88,2,high SEP,0.69,0.68,0.47,88,1.006544012722948,1.2287169122732189,1.2672232560700063,20-40,60-80,80-100,1.0027414211945316,1.0028348883290712
88,2,low edu,0.69,0.56,0.39,88,1.006544012722948,1.2287169122732189,1.2672232560700063,20-40,60-80,80-100,1.0027414211945316,1.0028348883290712
