combination,groups,target,size,rel_imm_thr,abs_imm_thr,index,ratio_egv_max,list_ass_sep_trace,list_ass_edu_trace,ratio_egv_max_quant,list_ass_sep_trace_quant,list_ass_edu_trace_quant,list_eigv_ratio_keep_sep,list_eigv_ratio_keep_edu
13,3,low edu,0.69,0.44,0.3,13,1.0071792423102457,1.0282052597583131,0.9691228436757388,60-80,0-20,0-20,1.0017679629776182,1.0028554074494846
14,2,high SEP,0.69,0.53,0.36,14,1.0073534988859054,1.1827883844945828,0.9928296308304284,60-80,40-60,0-20,1.0028276240038687,1.002675214430443
14,2,low edu,0.69,0.44,0.3,14,1.0073534988859054,1.1827883844945828,0.9928296308304284,60-80,40-60,0-20,1.0028276240038687,1.002675214430443
15,2,high SEP,0.69,0.56,0.39,15,1.0067437423378738,1.1146155321985298,1.1291118936081552,20-40,20-40,40-60,1.0024552617788454,1.0026829349484878
15,2,low edu,0.69,0.44,0.3,15,1.0067437423378738,1.1146155321985298,1.1291118936081552,20-40,20-40,40-60,1.0024552617788454,1.0026829349484878
16,2,high SEP,0.69,0.58,0.4,16,1.0070313042702077,1.0894790417871354,0.91301548013798,40-60,0-20,0-20,1.002584558218563,1.0026823846211577
16,2,low edu,0.69,0.43,0.29,16,1.0070313042702077,1.0894790417871354,0.91301548013798,40-60,0-20,0-20,1.002584558218563,1.0026823846211577
17,2,high SEP,0.69,0.53,0.36,17,1.0061898317594495,1.205086419164915,1.180634046052503,0-20,40-60,60-80,1.0017973893319172,1.002869339450268
17,2,low edu,0.69,0.44,0.3,17,1.0061898317594495,1.205086419164915,1.180634046052503,0-20,40-60,60-80,1.0017973893319172,1.002869339450268
18,1,low edu,0.69,0.46,0.31,18,1.0084018452383927,1.3456332871644356,1.1455319541184197,80-100,80-100,40-60,1.002222394121336,1.0030748913420011
19,2,high SEP,0.69,0.54,0.37,19,1.006700355307437,1.2138988705935811,1.1256441532832295,20-40,40-60,40-60,1.0022452992134958,1.0028173998716765
19,2,low edu,0.69,0.44,0.3,19,1.006700355307437,1.2138988705935811,1.1256441532832295,20-40,40-60,40-60,1.0022452992134958,1.0028173998716765
20,1,low edu,0.69,0.44,0.3,20,1.00719877050261,1.3327869880560954,1.0975812815714583,60-80,80-100,40-60,1.0018621792296754,1.0028972251659327
21,2,high SEP,0.69,0.5,0.35,21,1.0065721900275173,1.010008847634819,0.8633034408273852,20-40,0-20,0-20,1.0020572909302567,1.0026653208379652
21,2,low edu,0.69,0.42,0.29,21,1.0065721900275173,1.010008847634819,0.8633034408273852,20-40,0-20,0-20,1.0020572909302567,1.0026653208379652
22,2,high SEP,0.69,0.54,0.37,22,1.006350685926357,1.139546066252017,1.0956180776946804,0-20,20-40,40-60,1.0018282178654212,1.0027002590503884
22,2,low edu,0.69,0.44,0.3,22,1.006350685926357,1.139546066252017,1.0956180776946804,0-20,20-40,40-60,1.0018282178654212,1.0027002590503884
23,1,low edu,0.69,0.44,0.3,23,1.0071035238676134,1.321416763564751,1.2160342152289012,40-60,80-100,60-80,1.0027740409264037,1.0027047190497214
24,1,low edu,0.69,0.45,0.31,24,1.006628900001087,1.2150237264040964,1.2221893854099843,20-40,40-60,60-80,1.0018308387491444,1.0027036365965798
25,2,high SEP,0.69,0.64,0.44,25,1.0094071989002713,1.258047860969399,1.0626720161435264,80-100,60-80,20-40,1.0028293627976352,1.0030839192182008
25,2,low edu,0.69,0.46,0.32,25,1.0094071989002713,1.258047860969399,1.0626720161435264,80-100,60-80,20-40,1.0028293627976352,1.0030839192182008
26,1,low edu,0.69,0.47,0.32,26,1.0068958356107691,1.2825473476303395,1.3165352612983643,40-60,60-80,80-100,1.001733255285982,1.0029606412586414
27,2,high SEP,0.69,0.7,0.48,27,1.0070146583170785,1.0956401053995273,1.1134301061450629,40-60,0-20,40-60,1.0019712032021837,1.0028343705566811
27,2,low edu,0.69,0.44,0.3,27,1.0070146583170785,1.0956401053995273,1.1134301061450629,40-60,0-20,40-60,1.0019712032021837,1.0028343705566811
28,1,low edu,0.69,0.46,0.31,28,1.0094347600843476,1.3176227305777348,1.2267355034390477,80-100,80-100,60-80,1.003404389455481,1.0030445033284334
29,2,high SEP,0.69,0.63,0.43,29,1.0067694825084788,1.322118871803128,1.1318363537390823,20-40,80-100,40-60,1.0018946319317283,1.0032184130596298
29,2,low edu,0.69,0.44,0.3,29,1.0067694825084788,1.322118871803128,1.1318363537390823,20-40,80-100,40-60,1.0018946319317283,1.0032184130596298
30,2,high SEP,0.69,0.67,0.47,30,1.0073463971731764,1.1557888672307497,1.246376821703596,60-80,20-40,80-100,1.0017134721965932,1.0027920641682484
30,2,low edu,0.69,0.46,0.31,30,1.0073463971731764,1.1557888672307497,1.246376821703596,60-80,20-40,80-100,1.0017134721965932,1.0027920641682484
31,2,high SEP,0.69,0.53,0.37,31,1.0067730996277875,1.1583196854960185,1.1415659846062498,20-40,20-40,40-60,1.0020287383498467,1.002574602688412
31,2,low edu,0.69,0.44,0.3,31,1.0067730996277875,1.1583196854960185,1.1415659846062498,20-40,20-40,40-60,1.0020287383498467,1.002574602688412
32,1,low edu,0.69,0.43,0.3,32,1.007972327962397,1.4601063976392827,1.0321676335603196,80-100,80-100,20-40,1.0030575960843766,1.0029628770104675
33,1,low edu,0.69,0.44,0.3,33,1.0073396033141548,1.1928106369849794,1.0861125587396163,60-80,40-60,20-40,1.0019808200550977,1.0025227897739164
34,2,high SEP,0.69,0.56,0.39,34,1.007063341254772,1.2962171746993132,1.208442413440029,40-60,80-100,60-80,1.0026260639174398,1.002783359507758
34,2,low edu,0.69,0.44,0.3,34,1.007063341254772,1.2962171746993132,1.208442413440029,40-60,80-100,60-80,1.0026260639174398,1.002783359507758
35,1,low edu,0.69,0.44,0.3,35,1.0062314187924717,1.2950212145555642,1.2537298674000148,0-20,80-100,80-100,1.001700841291313,1.0029030703674895
36,2,high SEP,0.69,0.58,0.4,36,1.0074986504472194,1.0963753982651911,1.0830117256013536,60-80,0-20,20-40,1.0027492849422044,1.0028032288972968
36,2,low edu,0.69,0.43,0.3,36,1.0074986504472194,1.0963753982651911,1.0830117256013536,60-80,0-20,20-40,1.0027492849422044,1.0028032288972968
37,2,high SEP,0.69,0.81,0.56,37,1.0069520120012805,1.3768817735080785,0.8132091044489602,40-60,80-100,0-20,1.002359090682335,1.0024914757241306
37,2,low edu,0.69,0.42,0.29,37,1.0069520120012805,1.3768817735080785,0.8132091044489602,40-60,80-100,0-20,1.002359090682335,1.0024914757241306
38,2,high SEP,0.69,0.54,0.37,38,1.0080186322918645,1.1821081739035306,1.1027988534311854,80-100,40-60,40-60,1.002393426634527,1.00272143954449
38,2,low edu,0.69,0.45,0.31,38,1.0080186322918645,1.1821081739035306,1.1027988534311854,80-100,40-60,40-60,1.002393426634527,1.00272143954449
39,2,high SEP,0.69,0.52,0.36,39,1.0068369672030213,1.0726238368712555,1.0710689284927817,40-60,0-20,20-40,1.0022674766391937,1.0026692719200196
39,2,low edu,0.69,0.43,0.29,39,1.0068369672030213,1.0726238368712555,1.0710689284927817,40-60,0-20,20-40,1.0022674766391937,1.0026692719200196
40,1,low edu,0.69,0.44,0.3,40,1.0073633100791994,1.2242539439391975,1.1371077387914996,60-80,40-60,40-60,1.0024210605750816,1.0025810358194702
41,2,high SEP,0.69,0.72,0.5,41,1.0072017131745743,1.452864629923392,0.8759200647185473,60-80,80-100,0-20,1.0024592241854713,1.0028370308789911
41,2,low edu,0.69,0.42,0.29,41,1.0072017131745743,1.452864629923392,0.8759200647185473,60-80,80-100,0-20,1.0024592241854713,1.0028370308789911
42,2,high SEP,0.69,0.69,0.48,42,1.0082438791316932,1.443290186174303,0.9298628515075322,80-100,80-100,0-20,1.0028360310151705,1.0028963308770815
42,2,low edu,0.69,0.43,0.3,42,1.0082438791316932,1.443290186174303,0.9298628515075322,80-100,80-100,0-20,1.0028360310151705,1.0028963308770815
43,2,high SEP,0.69,0.72,0.5,43,1.0069706917778198,1.3618272139565426,1.2647273011533202,40-60,80-100,80-100,1.0028555492849665,1.0027091205361227
43,2,low edu,0.69,0.45,0.31,43,1.0069706917778198,1.3618272139565426,1.2647273011533202,40-60,80-100,80-100,1.0028555492849665,1.0027091205361227
44,2,high SEP,0.69,0.57,0.39,44,1.0079612084279368,1.2339469749856582,1.0689189369424792,80-100,60-80,20-40,1.00256577969492,1.002698350861936
44,2,low edu,0.69,0.45,0.31,44,1.0079612084279368,1.2339469749856582,1.0689189369424792,80-100,60-80,20-40,1.00256577969492,1.002698350861936
45,2,high SEP,0.69,0.54,0.37,45,1.0061399666544415,1.1108969001316784,0.9531399077852384,0-20,20-40,0-20,1.0022648851363936,1.0025298974061576
45,2,low edu,0.69,0.42,0.29,45,1.0061399666544415,1.1108969001316784,0.9531399077852384,0-20,20-40,0-20,1.0022648851363936,1.0025298974061576
46,2,high SEP,0.69,0.57,0.39,46,1.0064043095651714,1.1653290131195235,1.066278374650255,0-20,20-40,20-40,1.0018451611447654,1.002518914789243
46,2,low edu,0.69,0.43,0.3,46,1.0064043095651714,1.1653290131195235,1.066278374650255,0-20,20-40,20-40,1.0018451611447654,1.002518914789243
47,2,high SEP,0.69,0.56,0.39,47,1.0083287881899126,1.0587459172398492,1.3397015825392842,80-100,0-20,80-100,1.0025053050446102,1.0029941632381552
47,2,low edu,0.69,0.48,0.33,47,1.0083287881899126,1.0587459172398492,1.3397015825392842,80-100,0-20,80-100,1.0025053050446102,1.0029941632381552
48,2,high SEP,0.69,0.65,0.45,48,1.0082975149404207,1.285519654895189,0.8999371475037515,80-100,60-80,0-20,1.0027517659702634,1.002669013991354
48,2,low edu,0.69,0.45,0.31,48,1.0082975149404207,1.285519654895189,0.8999371475037515,80-100,60-80,0-20,1.0027517659702634,1.002669013991354
49,2,high SEP,0.69,0.66,0.46,49,1.007205690561713,1.37006865852913,1.2178577602199605,60-80,80-100,60-80,1.0024027231107306,1.00277594295099
49,2,low edu,0.69,0.45,0.31,49,1.007205690561713,1.37006865852913,1.2178577602199605,60-80,80-100,60-80,1.0024027231107306,1.00277594295099
50,2,high SEP,0.69,0.51,0.36,50,1.0060113644870468,1.187036806231066,0.978142285783441,0-20,40-60,0-20,1.002235208135276,1.0028466107325271
50,2,low edu,0.69,0.43,0.29,50,1.0060113644870468,1.187036806231066,0.978142285783441,0-20,40-60,0-20,1.002235208135276,1.0028466107325271
51,1,low edu,0.69,0.46,0.32,51,1.0079437852179567,1.3686571778354724,1.2382163078115371,80-100,80-100,60-80,1.0031086291773248,1.0027116308138675
52,2,high SEP,0.69,0.55,0.38,52,1.0073489546543524,1.1730825488152117,1.0325220935308597,60-80,40-60,20-40,1.0027642312486322,1.0025554193435198
52,2,low edu,0.69,0.43,0.29,52,1.0073489546543524,1.1730825488152117,1.0325220935308597,60-80,40-60,20-40,1.0027642312486322,1.0025554193435198
53,2,high SEP,0.69,0.51,0.35,53,1.005987700244301,1.109563117624695,1.2567911517948416,0-20,20-40,80-100,1.0018555713669273,1.002694873285687
53,2,low edu,0.69,0.45,0.31,53,1.005987700244301,1.109563117624695,1.2567911517948416,0-20,20-40,80-100,1.0018555713669273,1.002694873285687
54,1,low edu,0.69,0.45,0.31,54,1.0079626792392686,1.364845399233666,1.0453970752262745,80-100,80-100,20-40,1.0019680611219597,1.0027444991072607
55,2,high SEP,0.69,0.51,0.35,55,1.0063407894920056,1.075625576391558,1.2794874356843935,0-20,0-20,80-100,1.001645612781919,1.0027895992690532
55,2,low edu,0.69,0.46,0.32,55,1.0063407894920056,1.075625576391558,1.2794874356843935,0-20,0-20,80-100,1.001645612781919,1.0027895992690532
56,2,high SEP,0.69,0.51,0.35,56,1.0062330929277816,1.0423351120742332,1.0818788961295236,0-20,0-20,20-40,1.001853508446713,1.0027476433712008
56,2,low edu,0.69,0.43,0.29,56,1.0062330929277816,1.0423351120742332,1.0818788961295236,0-20,0-20,20-40,1.001853508446713,1.0027476433712008
57,2,high SEP,0.69,0.56,0.38,57,1.0068270725550157,1.1632066879677376,0.9400396020791464,40-60,20-40,0-20,1.0020492606766656,1.002573705817435
57,2,low edu,0.69,0.44,0.3,57,1.0068270725550157,1.1632066879677376,0.9400396020791464,40-60,20-40,0-20,1.0020492606766656,1.002573705817435
58,1,low edu,0.69,0.43,0.3,58,1.0068706007648052,1.2239691976701164,1.0815390045927735,40-60,40-60,20-40,1.002827382388923,1.002543968166575
59,2,high SEP,0.69,0.59,0.41,59,1.007026310849177,1.3361368397920672,1.1989930657619414,40-60,80-100,60-80,1.0022720096400113,1.0029783290034764
59,2,low edu,0.69,0.45,0.31,59,1.007026310849177,1.3361368397920672,1.1989930657619414,40-60,80-100,60-80,1.0022720096400113,1.0029783290034764
60,2,high SEP,0.69,0.56,0.39,60,1.007525082896732,1.217297310903363,1.302891294138758,60-80,40-60,80-100,1.0028697853824646,1.0028765616298312
60,2,low edu,0.69,0.46,0.32,60,1.007525082896732,1.217297310903363,1.302891294138758,60-80,40-60,80-100,1.0028697853824646,1.0028765616298312
61,2,high SEP,0.69,0.58,0.4,61,1.0073877696269538,1.1692855301647636,0.9133030967133676,60-80,40-60,0-20,1.0029542964780644,1.0027715249809224
61,2,low edu,0.69,0.43,0.3,61,1.0073877696269538,1.1692855301647636,0.9133030967133676,60-80,40-60,0-20,1.0029542964780644,1.0027715249809224
62,2,high SEP,0.69,0.73,0.51,62,1.0072538621823075,1.1967818003220208,1.06632920807255,60-80,40-60,20-40,1.001638716431038,1.0030020315724235
62,2,low edu,0.69,0.45,0.31,62,1.0072538621823075,1.1967818003220208,1.06632920807255,60-80,40-60,20-40,1.001638716431038,1.0030020315724235
63,2,high SEP,0.69,0.53,0.37,63,1.0072204095558674,1.100311982759313,0.9429098540126728,60-80,0-20,0-20,1.002812508335719,1.002646158757014
63,2,low edu,0.69,0.43,0.29,63,1.0072204095558674,1.100311982759313,0.9429098540126728,60-80,0-20,0-20,1.002812508335719,1.002646158757014
64,2,high SEP,0.69,0.52,0.36,64,1.0063958311679273,1.1359477141803451,1.121718743000144,0-20,20-40,40-60,1.0017344059181963,1.0026468229510932
64,2,low edu,0.69,0.44,0.3,64,1.0063958311679273,1.1359477141803451,1.121718743000144,0-20,20-40,40-60,1.0017344059181963,1.0026468229510932
65,1,low edu,0.69,0.43,0.3,65,1.0075130799184622,1.1408175849964624,1.0444052896002292,60-80,20-40,20-40,1.0025691026978576,1.002887610069087
66,2,high SEP,0.69,0.57,0.4,66,1.006885753720188,1.1091329875765248,1.0526083602741978,40-60,20-40,20-40,1.001705582903646,1.0027340545909371
66,2,low edu,0.69,0.44,0.3,66,1.006885753720188,1.1091329875765248,1.0526083602741978,40-60,20-40,20-40,1.001705582903646,1.0027340545909371
67,2,high SEP,0.69,0.7,0.48,67,1.0073703846605255,1.1260533759029734,0.9334483674762292,60-80,20-40,0-20,1.003189513257562,1.0027877257285969
67,2,low edu,0.69,0.42,0.29,67,1.0073703846605255,1.1260533759029734,0.9334483674762292,60-80,20-40,0-20,1.003189513257562,1.0027877257285969
68,2,high SEP,0.69,0.6,0.42,68,1.0071813755646604,1.3669469216942824,1.2729623031212496,60-80,80-100,80-100,1.0023073728887946,1.0029782333273771
68,2,low edu,0.69,0.45,0.31,68,1.0071813755646604,1.3669469216942824,1.2729623031212496,60-80,80-100,80-100,1.0023073728887946,1.0029782333273771
69,3,low SEP,0.31,0.94,0.29,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
69,3,high SEP,0.69,0.49,0.34,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
69,3,low edu,0.69,0.42,0.29,69,1.006417624522793,0.9271299652539468,0.8360508867646151,0-20,0-20,0-20,1.0022986100906648,1.0026515170499994
70,2,high SEP,0.69,0.57,0.4,70,1.0086194639159822,1.156422910274133,0.9484317761665892,80-100,20-40,0-20,1.0030342842297175,1.0029143083516188
70,2,low edu,0.69,0.44,0.3,70,1.0086194639159822,1.156422910274133,0.9484317761665892,80-100,20-40,0-20,1.0030342842297175,1.0029143083516188
71,2,high SEP,0.69,0.58,0.4,71,1.007353295077689,1.2392271950514804,1.0777072977661704,60-80,60-80,20-40,1.002820047608668,1.0028758394575708
71,2,low edu,0.69,0.43,0.3,71,1.007353295077689,1.2392271950514804,1.0777072977661704,60-80,60-80,20-40,1.002820047608668,1.0028758394575708
72,2,high SEP,0.69,0.51,0.35,72,1.007622058850857,1.092189548810399,1.0059883392120872,80-100,0-20,20-40,1.002753322445518,1.0027076069209342
72,2,low edu,0.69,0.43,0.3,72,1.007622058850857,1.092189548810399,1.0059883392120872,80-100,0-20,20-40,1.002753322445518,1.0027076069209342
73,3,low SEP,0.31,0.99,0.31,73,1.0070972130804876,1.0793255314543178,1.2145131069958772,40-60,0-20,60-80,1.0024688769575505,1.0028554880229286
73,3,high SEP,0.69,0.52,0.36,73,1.0070972130804876,1.0793255314543178,1.2145131069958772,40-60,0-20,60-80,1.0024688769575505,1.0028554880229286
73,3,low edu,0.69,0.46,0.31,73,1.0070972130804876,1.0793255314543178,1.2145131069958772,40-60,0-20,60-80,1.0024688769575505,1.0028554880229286
74,2,high SEP,0.69,0.54,0.37,74,1.0066224871583802,1.0910792466227133,1.3231315490523046,20-40,0-20,80-100,1.0016707330438963,1.0030042427302026
74,2,low edu,0.69,0.46,0.32,74,1.0066224871583802,1.0910792466227133,1.3231315490523046,20-40,0-20,80-100,1.0016707330438963,1.0030042427302026
75,1,low edu,0.69,0.46,0.31,75,1.0078761948045116,1.3978282970296652,1.2610593792398674,80-100,80-100,80-100,1.0018909865896792,1.0029216074044285
76,2,high SEP,0.69,0.58,0.4,76,1.006915692909049,1.0890394928241105,1.32808987129409,40-60,0-20,80-100,1.0017133257282178,1.0032302885921232
76,2,low edu,0.69,0.46,0.32,76,1.006915692909049,1.0890394928241105,1.32808987129409,40-60,0-20,80-100,1.0017133257282178,1.0032302885921232
77,2,high SEP,0.69,0.52,0.36,77,1.0067175622846671,1.1730892471034693,0.9844415167141064,20-40,40-60,0-20,1.0023493494489255,1.002787980664285
77,2,low edu,0.69,0.43,0.29,77,1.0067175622846671,1.1730892471034693,0.9844415167141064,20-40,40-60,0-20,1.0023493494489255,1.002787980664285
78,2,high SEP,0.69,0.63,0.43,78,1.0068755333213566,1.005410349853368,1.080482163841789,40-60,0-20,20-40,1.002304389898761,1.002944100688555
78,2,low edu,0.69,0.43,0.3,78,1.0068755333213566,1.005410349853368,1.080482163841789,40-60,0-20,20-40,1.002304389898761,1.002944100688555
79,2,high SEP,0.69,0.59,0.41,79,1.0082343659352462,1.1131019582037596,1.2691947109989372,80-100,20-40,80-100,1.0025229289481996,1.00294872130306
79,2,low edu,0.69,0.49,0.34,79,1.0082343659352462,1.1131019582037596,1.2691947109989372,80-100,20-40,80-100,1.0025229289481996,1.00294872130306
80,3,low SEP,0.31,0.96,0.3,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
80,3,high SEP,0.69,0.51,0.35,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
80,3,low edu,0.69,0.43,0.3,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
81,2,high SEP,0.69,0.64,0.44,81,1.0074329866389569,1.246679293755374,1.0192532135812096,60-80,60-80,20-40,1.0031209565611825,1.0026905259485044
81,2,low edu,0.69,0.43,0.29,81,1.0074329866389569,1.246679293755374,1.0192532135812096,60-80,60-80,20-40,1.0031209565611825,1.0026905259485044
82,2,high SEP,0.69,0.56,0.39,82,1.0071951569915687,1.2194459847146868,1.173758009988538,60-80,40-60,60-80,1.003163681638576,1.0027579733597745
82,2,low edu,0.69,0.44,0.3,82,1.0071951569915687,1.2194459847146868,1.173758009988538,60-80,40-60,60-80,1.003163681638576,1.0027579733597745
83,2,high SEP,0.69,0.8,0.55,83,1.007752720585322,1.2374280702292042,1.2821358120207769,80-100,60-80,80-100,1.0030446862845432,1.002889060082787
83,2,low edu,0.69,0.47,0.32,83,1.007752720585322,1.2374280702292042,1.2821358120207769,80-100,60-80,80-100,1.0030446862845432,1.002889060082787
84,2,high SEP,0.69,0.51,0.35,84,1.006617023937627,1.112415131003012,1.098883167861504,20-40,20-40,40-60,1.001742095321993,1.0027900578086646
84,2,low edu,0.69,0.43,0.3,84,1.006617023937627,1.112415131003012,1.098883167861504,20-40,20-40,40-60,1.001742095321993,1.0027900578086646
85,2,high SEP,0.69,0.55,0.38,85,1.0068980774696668,1.2671303777383494,1.0924906807035484,40-60,60-80,40-60,1.002740353593589,1.0026485891949677
85,2,low edu,0.69,0.44,0.3,85,1.0068980774696668,1.2671303777383494,1.0924906807035484,40-60,60-80,40-60,1.002740353593589,1.0026485891949677
86,1,low edu,0.69,0.45,0.31,86,1.007237264858028,1.24209214859354,0.9376466093544014,60-80,60-80,0-20,1.0016510183119078,1.002565358143607
87,2,high SEP,0.69,0.7,0.49,87,1.0067588646804155,1.2399607475759682,1.1299589427998793,20-40,60-80,40-60,1.0025749371623085,1.002602211920487
87,2,low edu,0.69,0.43,0.3,87,1.0067588646804155,1.2399607475759682,1.1299589427998793,20-40,60-80,40-60,1.0025749371623085,1.002602211920487
88,2,high SEP,0.69,0.54,0.37,88,1.006544012722948,1.2287169122732189,1.2672232560700063,20-40,60-80,80-100,1.0027414211945316,1.0028348883290712
88,2,low edu,0.69,0.45,0.31,88,1.006544012722948,1.2287169122732189,1.2672232560700063,20-40,60-80,80-100,1.0027414211945316,1.0028348883290712
89,2,high SEP,0.69,0.6,0.41,89,1.0071676296309495,1.2423640153992472,1.2863915494654117,60-80,60-80,80-100,1.002586081592146,1.0026596916254875
89,2,low edu,0.69,0.45,0.31,89,1.0071676296309495,1.2423640153992472,1.2863915494654117,60-80,60-80,80-100,1.002586081592146,1.0026596916254875
90,2,high SEP,0.69,0.6,0.42,90,1.0083364265576182,1.1841678527900965,0.9733212748564056,80-100,40-60,0-20,1.0029770859729703,1.002553632620973
90,2,low edu,0.69,0.44,0.3,90,1.0083364265576182,1.1841678527900965,0.9733212748564056,80-100,40-60,0-20,1.0029770859729703,1.002553632620973
91,2,high SEP,0.69,0.59,0.41,91,1.0081183831354026,1.1021171910533256,1.2146192857296954,80-100,20-40,60-80,1.0025244264277142,1.0028886167556168
91,2,low edu,0.69,0.46,0.32,91,1.0081183831354026,1.1021171910533256,1.2146192857296954,80-100,20-40,60-80,1.0025244264277142,1.0028886167556168
92,3,low SEP,0.31,0.89,0.27,92,1.0068944337480918,0.90837212466162,1.022595071546962,40-60,0-20,20-40,1.0018409297636086,1.0027678547711174
92,3,high SEP,0.69,0.48,0.33,92,1.0068944337480918,0.90837212466162,1.022595071546962,40-60,0-20,20-40,1.0018409297636086,1.0027678547711174
92,3,low edu,0.69,0.44,0.3,92,1.0068944337480918,0.90837212466162,1.022595071546962,40-60,0-20,20-40,1.0018409297636086,1.0027678547711174
93,1,low edu,0.69,0.46,0.31,93,1.0069154194652432,1.3726235985296062,1.3209949993733154,40-60,80-100,80-100,1.0024603169310042,1.0028224574318465
94,2,high SEP,0.69,0.58,0.4,94,1.0081132821772882,1.2631382987997084,1.1347701261023164,80-100,60-80,40-60,1.0026802699123494,1.002789411558239
94,2,low edu,0.69,0.45,0.31,94,1.0081132821772882,1.2631382987997084,1.1347701261023164,80-100,60-80,40-60,1.0026802699123494,1.002789411558239
95,2,high SEP,0.69,0.56,0.39,95,1.0064442087522845,1.1059440784922838,1.1492513214685374,0-20,20-40,40-60,1.001913907998117,1.0026499460902727
