"0-14, low SEP, low edu","0-14, high SEP, low edu","15-24, low SEP, low edu","15-24, low SEP, high edu","15-24, high SEP, low edu","15-24, high SEP, high edu","25-64, low SEP, low edu","25-64, low SEP, high edu","25-64, high SEP, low edu","25-64, high SEP, high edu","65+, low SEP, low edu","65+, low SEP, high edu","65+, high SEP, low edu","65+, high SEP, high edu",comb
0.04189813567360708,0.09160262376978048,0.08796427776055635,0.025025678498762863,0.12549754630958904,0.01120806384985993,0.09033372922210856,0.06916780656200766,0.18108560043666175,0.17643543853718927,0.02414607264068381,0.00858074744815303,0.034823660888031724,0.03223027009226633,0
0.04143010804136183,0.09176011583987129,0.10569458996821049,0.020057098900572813,0.11110099941649138,0.014200014192560631,0.09368997429807045,0.07713132092831147,0.1609239627416148,0.18420192927531873,0.022171040519579598,0.009800472933068773,0.03434931923465175,0.03348886265915771,1
0.044267466369104724,0.08865726817424761,0.09280754310180866,0.025685725436207625,0.11547264655253553,0.01657035971756708,0.0981058554849209,0.07171529242623614,0.1739539441146274,0.17127949953391303,0.020247119145310976,0.008939444367290675,0.03444462462220801,0.03785274013546625,2
0.04411221774242452,0.08910105588926019,0.0907647974063097,0.024250488905140206,0.12272101222807545,0.011082484380185319,0.09158849790863248,0.08364046043147552,0.1705587819259696,0.1717932164619125,0.02003420053664799,0.008977402632282932,0.036254493294103116,0.03512099702374493,3
0.044939926675084,0.08772103665248941,0.10169349618477858,0.026821511641916027,0.11498409182820186,0.010538754969231599,0.09117091408890954,0.06778957297860778,0.1776375360172553,0.1762630766514407,0.02070964519727096,0.010662648883784577,0.03428615349762191,0.034781777895524134,4
0.04193619036904327,0.09118829172117826,0.08980736267472364,0.02514136954473315,0.12300952247855819,0.011930960924034542,0.094937393396238,0.07560505074346652,0.17129844838052996,0.17473658867484523,0.019440606103946177,0.011894097121441457,0.03680982825333788,0.032264554936370454,5
0.04139395490254135,0.09216282698133633,0.10094508877986716,0.019906586255635406,0.118121627800134,0.01152588213632675,0.08883483192167686,0.07153004984552977,0.17650599309412254,0.1796098342288198,0.021647434233150426,0.009055465575831255,0.035817609453877575,0.03294323352649552,6
0.04146650676899636,0.09116291233797391,0.08674483053730184,0.031146416537360624,0.1219645404279577,0.012346698747295033,0.08748350204326663,0.07037926991205593,0.17915818007141898,0.17773436897452993,0.019997102337230146,0.009281382257803816,0.036001637171389766,0.035133128434073645,7
0.0424391152068957,0.09082916697772424,0.08961763626537764,0.024378505166060174,0.12449939650531888,0.011049004289665971,0.0877943405426314,0.07018449486814954,0.18791786878399372,0.17073556909501614,0.022918077015019512,0.008980635065405801,0.033849292349694284,0.03480674223472115,8
0.04157008188561788,0.09161680635781727,0.08785834025635247,0.028068123103624904,0.12064728516484695,0.014281567434732936,0.09811940964446364,0.06809490890307841,0.16899688502430352,0.1803211046158068,0.021975358576922514,0.009378377490357135,0.03475389905467764,0.03431791684678454,9
