combination,groups,target,size,rel_imm_thr,abs_imm_thr,index,ratio_egv_max,list_ass_sep_trace,list_ass_edu_trace,ratio_egv_max_quant,list_ass_sep_trace_quant,list_ass_edu_trace_quant,list_eigv_ratio_keep_sep,list_eigv_ratio_keep_edu
80,1,"high SEP, low edu",0.45,0.64,0.29,80,1.0070552061347016,0.9495262021868278,0.9125212330198234,40-60,0-20,0-20,1.001672299168748,1.002498509013868
82,1,"high SEP, low edu",0.45,0.93,0.42,82,1.0071951569915687,1.2194459847146868,1.173758009988538,60-80,40-60,60-80,1.003163681638576,1.0027579733597745
84,1,"high SEP, low edu",0.45,0.68,0.31,84,1.006617023937627,1.112415131003012,1.098883167861504,20-40,20-40,40-60,1.001742095321993,1.0027900578086646
85,1,"high SEP, low edu",0.45,0.78,0.36,85,1.0068980774696668,1.2671303777383494,1.0924906807035484,40-60,60-80,40-60,1.002740353593589,1.0026485891949677
87,1,"high SEP, low edu",0.45,0.93,0.42,87,1.0067588646804155,1.2399607475759682,1.1299589427998793,20-40,60-80,40-60,1.0025749371623085,1.002602211920487
88,1,"high SEP, low edu",0.45,0.79,0.36,88,1.006544012722948,1.2287169122732189,1.2672232560700063,20-40,60-80,80-100,1.0027414211945316,1.0028348883290712
89,1,"high SEP, low edu",0.45,0.89,0.41,89,1.0071676296309495,1.2423640153992472,1.2863915494654117,60-80,60-80,80-100,1.002586081592146,1.0026596916254875
90,1,"high SEP, low edu",0.45,0.9,0.41,90,1.0083364265576182,1.1841678527900965,0.9733212748564056,80-100,40-60,0-20,1.0029770859729703,1.002553632620973
92,1,"high SEP, low edu",0.45,0.65,0.3,92,1.0068944337480918,0.90837212466162,1.022595071546962,40-60,0-20,20-40,1.0018409297636086,1.0027678547711174
94,1,"high SEP, low edu",0.45,0.85,0.39,94,1.0081132821772882,1.2631382987997084,1.1347701261023164,80-100,60-80,40-60,1.0026802699123494,1.002789411558239
95,1,"high SEP, low edu",0.45,0.71,0.32,95,1.0064442087522845,1.1059440784922838,1.1492513214685374,0-20,20-40,40-60,1.001913907998117,1.0026499460902727
96,1,"high SEP, low edu",0.45,0.94,0.43,96,1.0070200430570715,1.3365306358888311,1.1679615851455372,40-60,80-100,60-80,1.0023596291469234,1.002887875747375
99,1,"high SEP, low edu",0.45,0.77,0.35,99,1.0072849773716095,1.303003414889074,1.027884673934817,60-80,80-100,20-40,1.003070819428456,1.0027959215143405
100,1,"high SEP, low edu",0.45,0.74,0.34,100,1.006894239287541,1.2282567171377452,1.057136237558343,40-60,60-80,20-40,1.0029864801947577,1.0027478060386734
102,1,"high SEP, low edu",0.45,0.64,0.29,102,1.0066464252842235,1.1058462034654255,1.0147434560479986,20-40,20-40,20-40,1.0019889820911994,1.0027469094149422
103,1,"high SEP, low edu",0.45,0.86,0.39,103,1.008885758747509,1.2459463994082804,1.1283851241616916,80-100,60-80,40-60,1.002685674196836,1.0027554858273575
105,1,"high SEP, low edu",0.45,0.71,0.32,105,1.0068917055573336,1.2068162569796486,1.3045684775862585,40-60,40-60,80-100,1.001931592367164,1.002853267242507
106,1,"high SEP, low edu",0.45,0.85,0.39,106,1.0074184850998371,1.056261866989865,1.0194688372544425,60-80,0-20,20-40,1.0031306565837763,1.0027294069102632
108,1,"high SEP, low edu",0.45,0.73,0.33,108,1.0068248707134946,1.176059627037143,1.1981917744827857,40-60,40-60,60-80,1.002488341277728,1.0027635130688195
109,1,"high SEP, low edu",0.45,0.72,0.33,109,1.0066519221885253,1.2231113450715465,1.044736452500793,20-40,40-60,20-40,1.0021414478979505,1.0028971884813194
110,1,"high SEP, low edu",0.45,0.72,0.33,110,1.0059380269496196,1.3107886419802424,1.1543250603643742,0-20,80-100,40-60,1.002421557708829,1.0024927142553368
113,1,"high SEP, low edu",0.45,0.7,0.32,113,1.0057850602424907,1.1378354778905044,0.9321915147461264,0-20,20-40,0-20,1.002031812814924,1.0025070049716502
114,1,"high SEP, low edu",0.45,0.93,0.42,114,1.0071303107533018,1.1970949054978828,1.0639584046879829,40-60,40-60,20-40,1.002537823445364,1.0029218792834758
115,1,"high SEP, low edu",0.45,0.82,0.37,115,1.0061623493029292,1.2492345714525868,0.9987660150260472,0-20,60-80,0-20,1.0018672627665226,1.0025212023234389
116,1,"high SEP, low edu",0.45,0.69,0.31,116,1.0064414525041008,1.3351668902355294,1.0627322040723688,0-20,80-100,20-40,1.0022608005807927,1.0026735182638882
119,1,"high SEP, low edu",0.45,0.82,0.37,119,1.0070552537784272,1.37262485677345,1.2635711737940634,40-60,80-100,80-100,1.002557692099339,1.003078335146642
120,1,"high SEP, low edu",0.45,0.81,0.37,120,1.0073496016253392,0.9852554149610464,1.2612352808064546,60-80,0-20,80-100,1.0017403090330113,1.0028379701794954
121,1,"high SEP, low edu",0.45,0.81,0.37,121,1.0061336536341603,1.194466101124662,1.2215920129295552,0-20,40-60,60-80,1.001744496522286,1.0027022499020828
123,1,"high SEP, low edu",0.45,0.78,0.35,123,1.0062881122909857,1.1123633192484723,1.155364350142038,0-20,20-40,40-60,1.0016404761723603,1.0025923433094457
124,1,"high SEP, low edu",0.45,0.63,0.28,124,1.0065253427009988,0.975066749861048,1.1470641528931464,20-40,0-20,40-60,1.0017438002699992,1.002670627851498
125,1,"high SEP, low edu",0.45,0.91,0.41,125,1.0071070261223862,1.231372382057265,1.112337423558534,40-60,60-80,40-60,1.0025807687384205,1.002768380424169
127,1,"high SEP, low edu",0.45,0.92,0.42,127,1.0085070894996435,1.2387660030132022,1.1961248177635244,80-100,60-80,60-80,1.0016932094955944,1.0030339381635769
129,1,"high SEP, low edu",0.45,0.7,0.32,129,1.0061360550792275,1.1393172742849484,1.0226934293038583,0-20,20-40,20-40,1.0020247894411738,1.0026155362015954
130,1,"high SEP, low edu",0.45,0.74,0.34,130,1.0062298448483904,1.219759068247491,1.214013814475611,0-20,40-60,60-80,1.0017673519784878,1.0027014838144357
131,1,"high SEP, low edu",0.45,0.93,0.42,131,1.0068493555167577,1.1849621566671693,1.3499985670949664,40-60,40-60,80-100,1.0018512424465815,1.0028697520087373
132,1,"high SEP, low edu",0.45,0.9,0.41,132,1.0070065352411457,1.1813532815919665,1.3690417670029214,40-60,40-60,80-100,1.0020419626298644,1.0029031902133336
133,1,"high SEP, low edu",0.45,0.72,0.33,133,1.006633991177042,1.1904095225234244,1.2077669888687002,20-40,40-60,60-80,1.0024115237398086,1.0027370103178932
136,1,"high SEP, low edu",0.45,0.75,0.34,136,1.008017890874305,1.1169942802567572,1.0332610428860556,80-100,20-40,20-40,1.00283003319624,1.0028698620631524
137,1,"high SEP, low edu",0.45,0.83,0.38,137,1.0070511008137972,1.1187488331781528,1.096741247383875,40-60,20-40,40-60,1.0023088848112451,1.0027202680561758
138,1,"high SEP, low edu",0.45,0.68,0.31,138,1.007051532967073,1.2059666016517006,1.2189451225555747,40-60,40-60,60-80,1.0025699350130042,1.0027593321201866
139,1,"high SEP, low edu",0.45,0.81,0.37,139,1.0070295298576,1.1874924690592763,1.2745599843377131,40-60,40-60,80-100,1.002016621500287,1.0027850817037527
140,1,"high SEP, low edu",0.45,0.77,0.35,140,1.0067858209738487,1.1711733095115,1.1457729302108448,20-40,40-60,40-60,1.0017093950678595,1.002870687687719
141,1,"high SEP, low edu",0.45,0.9,0.41,141,1.0077073510946502,1.1100172438379976,1.12491933013745,80-100,20-40,40-60,1.002435198497501,1.0027129500522398
142,1,"high SEP, low edu",0.45,0.8,0.36,142,1.007247941886097,1.2308540139425097,1.0257910014070253,60-80,60-80,20-40,1.0024283900786437,1.0028746394782366
143,1,"high SEP, low edu",0.45,0.74,0.34,143,1.0068169280214414,1.1801162560496696,0.9219565515906152,40-60,40-60,0-20,1.002202048368896,1.0026699562852173
145,1,"high SEP, low edu",0.45,0.77,0.35,145,1.0063302328841155,1.2290065748667454,1.1183306202846792,0-20,60-80,40-60,1.0017672608013992,1.0027619511472796
146,1,"high SEP, low edu",0.45,0.71,0.32,146,1.0059903459679391,1.1783054759557552,0.9614578314510228,0-20,40-60,0-20,1.0020005608675957,1.0025545473678978
147,1,"high SEP, low edu",0.45,0.84,0.38,147,1.0066592186942962,1.0090319987925187,1.2562027789125665,20-40,0-20,80-100,1.0017557230806036,1.002915318917367
148,1,"high SEP, low edu",0.45,0.81,0.37,148,1.0068934520381083,1.1193341788763176,1.3031104452616458,40-60,20-40,80-100,1.0016910753179131,1.002720763953325
149,1,"high SEP, low edu",0.45,0.81,0.37,149,1.007945089413756,1.1989435638957902,0.8635557482377254,80-100,40-60,0-20,1.0021171597234029,1.0030930450431697
150,1,"high SEP, low edu",0.45,0.72,0.33,150,1.007339983557774,1.2738018375989868,1.024591148255773,60-80,60-80,20-40,1.0024876130761564,1.0028246186486092
151,1,"high SEP, low edu",0.45,0.84,0.38,151,1.0080191176768016,1.1074058350655849,1.0135103274019592,80-100,20-40,20-40,1.0027790819309916,1.0028280693551768
152,1,"high SEP, low edu",0.45,0.67,0.3,152,1.006079873738219,1.188190554988934,1.012151676099272,0-20,40-60,20-40,1.001676225224829,1.0025233176515491
153,1,"high SEP, low edu",0.45,0.76,0.34,153,1.00740200737812,1.173665158625428,1.3123357641969886,60-80,40-60,80-100,1.0020914980816156,1.0029991748928102
156,1,"high SEP, low edu",0.45,0.74,0.34,156,1.0065925023652469,1.1177250190385366,1.1458894799688168,20-40,20-40,40-60,1.0022776571347978,1.0027601960720678
158,1,"high SEP, low edu",0.45,0.67,0.31,158,1.0063413587495986,1.125003781612799,0.9466856182639992,0-20,20-40,0-20,1.00230843254161,1.002617412439221
160,1,"high SEP, low edu",0.45,0.82,0.37,160,1.0080498623132923,1.2859008598626656,1.2399441407277505,80-100,60-80,60-80,1.0027581563970502,1.00315942048661
162,1,"high SEP, low edu",0.45,0.69,0.31,162,1.0066453637542137,1.190639451642153,1.0193694424451392,20-40,40-60,20-40,1.0026103784503513,1.0028117759883706
163,1,"high SEP, low edu",0.45,0.91,0.41,163,1.0068059981277608,1.3174157661155612,1.3705454510140125,20-40,80-100,80-100,1.0016471741416622,1.0028037467524404
164,1,"high SEP, low edu",0.45,0.81,0.37,164,1.0067138643466362,1.1841630417081648,1.2410138983451175,20-40,40-60,80-100,1.0018454934746714,1.0028826900056065
166,1,"high SEP, low edu",0.45,0.89,0.4,166,1.0070657456287255,1.2571560702808149,1.2623306554206088,40-60,60-80,80-100,1.0023312355756646,1.0028038962466297
167,1,"high SEP, low edu",0.45,0.78,0.36,167,1.0070119025846664,1.197288571263668,1.1604772856060868,40-60,40-60,40-60,1.0017683887751103,1.0027836097860996
168,1,"high SEP, low edu",0.45,0.82,0.37,168,1.0068014710100688,1.277768335413147,0.9625504225255712,20-40,60-80,0-20,1.001918985105365,1.002689147244567
169,1,"high SEP, low edu",0.45,0.77,0.35,169,1.0067035706554777,1.1064368615159634,1.2581450756876902,20-40,20-40,80-100,1.0022537598455863,1.002726456785532
170,1,"high SEP, low edu",0.45,0.97,0.44,170,1.0063484375133065,1.308816380479649,1.0383973715613817,0-20,80-100,20-40,1.0017000329865158,1.0028064970142525
171,1,"high SEP, low edu",0.45,0.85,0.38,171,1.006904082783063,1.1839665066180616,1.0687648457288024,40-60,40-60,20-40,1.0021790282098653,1.0025559347959616
172,1,"high SEP, low edu",0.45,0.89,0.4,172,1.0066668246078316,1.2411316776520138,1.0083741002144646,20-40,60-80,20-40,1.0018495433969394,1.0027855992438153
173,1,"high SEP, low edu",0.45,0.71,0.32,173,1.0065555832469382,0.9947597668331888,1.2475284343682065,20-40,0-20,80-100,1.002131128116269,1.0027795613140198
174,1,"high SEP, low edu",0.45,0.73,0.33,174,1.0082112075537824,1.258697533573919,1.1010340573114017,80-100,60-80,40-60,1.002122123487013,1.003047432841084
175,1,"high SEP, low edu",0.45,0.67,0.3,175,1.0059693954126263,1.18977573825501,1.0368720382069418,0-20,40-60,20-40,1.0017457962906289,1.0026595672394298
176,1,"high SEP, low edu",0.45,0.73,0.33,176,1.008279981333069,1.2525769471930135,0.9496287188478334,80-100,60-80,0-20,1.002563521747678,1.0027436306948925
178,1,"high SEP, low edu",0.45,0.73,0.33,178,1.0073410971555932,1.3036100382367048,0.9531842825242456,60-80,80-100,0-20,1.0017882802955334,1.0028346528340242
180,1,"high SEP, low edu",0.45,0.78,0.35,180,1.007507305799306,1.3254050326137987,0.9072201971722712,60-80,80-100,0-20,1.0027089680792605,1.0027192358028802
181,1,"high SEP, low edu",0.45,0.73,0.33,181,1.0071858581212814,1.1566748732845602,1.0854470794897977,60-80,20-40,20-40,1.0025541078102984,1.002688656608583
182,1,"high SEP, low edu",0.45,0.83,0.38,182,1.008171799767772,1.2786529596794285,1.2453205629163349,80-100,60-80,80-100,1.002754229396703,1.0029394111685803
183,1,"high SEP, low edu",0.45,0.75,0.34,183,1.006680729184034,1.1890478544187977,1.051511734735352,20-40,40-60,20-40,1.0021846562377674,1.002602349007788
184,1,"high SEP, low edu",0.45,0.79,0.36,184,1.007064684524567,1.1356337901862787,1.2030327060866002,40-60,20-40,60-80,1.0029331926192966,1.002762413104794
186,1,"high SEP, low edu",0.45,0.81,0.37,186,1.007165499260754,1.087848184577107,1.1174234456561312,60-80,0-20,40-60,1.0025891499091852,1.0029011828614705
187,1,"high SEP, low edu",0.45,0.67,0.3,187,1.0061667067519082,1.1334618158825225,1.1947550484011709,0-20,20-40,60-80,1.0018462591071242,1.0026348168909371
188,1,"high SEP, low edu",0.45,0.96,0.44,188,1.007519664381071,1.1816178447129628,1.231769681349034,60-80,40-60,60-80,1.002545514132611,1.0031065073375067
189,1,"high SEP, low edu",0.45,0.78,0.35,189,1.0076217750089709,1.0727075782608078,1.1039920500682523,80-100,0-20,40-60,1.0027508413154085,1.0030568419042911
190,1,"high SEP, low edu",0.45,0.99,0.45,190,1.0066967971477578,1.028540510751428,1.1685592224233168,20-40,0-20,60-80,1.0020500901007623,1.0025646859685362
191,1,"high SEP, low edu",0.45,0.7,0.32,191,1.007359963048068,1.256128508193783,1.0992355400637617,60-80,60-80,40-60,1.0030824227385136,1.002748905908348
192,1,"high SEP, low edu",0.45,0.81,0.37,192,1.0063866512300004,1.1475281980438927,1.081269580673417,0-20,20-40,20-40,1.0019308726929002,1.0026390336110147
194,1,"high SEP, low edu",0.45,0.8,0.36,194,1.007139645073266,1.2201927244602009,0.930308254488596,60-80,40-60,0-20,1.0028484139426983,1.0027845945228282
195,1,"high SEP, low edu",0.45,0.68,0.31,195,1.007226770948921,1.1438505887217676,1.040256759990996,60-80,20-40,20-40,1.0025858583785423,1.002801144385957
196,1,"high SEP, low edu",0.45,0.89,0.4,196,1.0073019848462137,1.086041212016107,1.1837301263072313,60-80,0-20,60-80,1.0030579131035873,1.0027359288133375
198,1,"high SEP, low edu",0.45,0.76,0.34,198,1.006904434942882,1.2733725855362057,0.8904483916603669,40-60,60-80,0-20,1.0022023125344328,1.0027491270380309
201,1,"high SEP, low edu",0.45,0.73,0.33,201,1.006916500616171,1.2084290379627034,1.0185684220511595,40-60,40-60,20-40,1.0020221230140132,1.0025037339205916
202,1,"high SEP, low edu",0.45,0.83,0.38,202,1.0060999663969057,1.258230442866039,1.234814341161968,0-20,60-80,60-80,1.00186182595614,1.0026992189600112
204,1,"high SEP, low edu",0.45,0.84,0.38,204,1.0067809649176074,1.0391503032891458,1.2344991298972208,20-40,0-20,60-80,1.002558714415293,1.002941260699136
208,1,"high SEP, low edu",0.45,0.91,0.41,208,1.0073349710186377,1.3681150712800991,1.2470000606075446,60-80,80-100,80-100,1.002372087883919,1.0028292617808643
209,1,"high SEP, low edu",0.45,0.74,0.34,209,1.007679305182371,1.0150628813873084,1.0938892557960829,80-100,0-20,40-60,1.002259733320107,1.0025489579312736
212,1,"high SEP, low edu",0.45,0.66,0.3,212,1.0075872996827844,0.9999996686507522,1.0769120302432862,80-100,0-20,20-40,1.0030938722853249,1.002841100176888
213,1,"high SEP, low edu",0.45,0.7,0.32,213,1.0072912839743198,0.9195534639105098,1.193430336504437,60-80,0-20,60-80,1.0018943333278032,1.0027805486826358
214,1,"high SEP, low edu",0.45,0.77,0.35,214,1.006688255864007,1.3271065986364738,1.0507893109547095,20-40,80-100,20-40,1.0024038431990518,1.0028553755295375
215,1,"high SEP, low edu",0.45,0.77,0.35,215,1.006249314598557,1.046882829424294,1.0464520377991784,0-20,0-20,20-40,1.0016848162212433,1.0024884788231336
217,1,"high SEP, low edu",0.45,0.71,0.32,217,1.006615641961509,1.1746951095476268,1.101670657435636,20-40,40-60,40-60,1.0021385703848538,1.0029027635800225
220,1,"high SEP, low edu",0.45,0.71,0.32,220,1.0065727968472558,1.082902420793708,1.0667545258864743,20-40,0-20,20-40,1.0017329841664573,1.002666224944527
221,1,"high SEP, low edu",0.45,0.88,0.4,221,1.0065657913049788,1.1548593621515495,0.9355280351950588,20-40,20-40,0-20,1.0017955676963777,1.0026390922090005
223,1,"high SEP, low edu",0.45,0.77,0.35,223,1.007678623238223,1.1270982797943114,0.8701504434111411,80-100,20-40,0-20,1.0022135123932243,1.0029351970925062
224,1,"high SEP, low edu",0.45,0.67,0.3,224,1.0065561286769382,0.9470399837535508,0.8774964580339379,20-40,0-20,0-20,1.0021802095604575,1.002573575153939
227,1,"high SEP, low edu",0.45,0.67,0.3,227,1.005710982345852,1.0486777617792695,1.0458247718058344,0-20,0-20,20-40,1.0016331880904508,1.002452524030236
229,1,"high SEP, low edu",0.45,0.94,0.43,229,1.0068443625765908,1.3688831053545587,0.98048445742464,40-60,80-100,0-20,1.0022815691865097,1.0025794072881966
230,1,"high SEP, low edu",0.45,0.79,0.36,230,1.0085996334399456,1.1599010936245264,0.966902465200108,80-100,20-40,0-20,1.0032237736838137,1.0027771163672023
232,1,"high SEP, low edu",0.45,0.87,0.39,232,1.0061571004694931,1.2279222871132038,1.1462324655779663,0-20,60-80,40-60,1.002604635511654,1.0026919739503102
233,1,"high SEP, low edu",0.45,0.68,0.31,233,1.0079357082825886,1.093665475563428,0.9346803684570884,80-100,0-20,0-20,1.0018928237972435,1.00281693794489
234,1,"high SEP, low edu",0.45,0.73,0.33,234,1.0074225738605809,1.1377189317979313,1.0195125317080662,60-80,20-40,20-40,1.0028888760147483,1.0025653020470036
235,1,"high SEP, low edu",0.45,0.85,0.38,235,1.00754497507428,1.1529409429310111,1.0280300504559343,60-80,20-40,20-40,1.0018310947376774,1.00283604605156
236,1,"high SEP, low edu",0.45,0.74,0.34,236,1.0071108756378724,1.2013770685841505,1.0651894649065268,40-60,40-60,20-40,1.0022175137180156,1.0027760868517848
239,1,"high SEP, low edu",0.45,0.74,0.33,239,1.006624642386513,1.2568826949801994,0.7921443210747706,20-40,60-80,0-20,1.0023850421698048,1.0025038286167656
240,1,"high SEP, low edu",0.45,0.71,0.32,240,1.006763674288662,1.2453462196076712,1.1926736235599926,20-40,60-80,60-80,1.001843961371281,1.0031774092691006
241,1,"high SEP, low edu",0.45,0.8,0.36,241,1.0074696053800452,1.213615465496542,1.039698696672251,60-80,40-60,20-40,1.002047894647477,1.0028005557414932
242,1,"high SEP, low edu",0.45,0.94,0.43,242,1.007814261480536,1.269073572293359,1.142448082707267,80-100,60-80,40-60,1.0031706280406405,1.002641570617279
243,1,"high SEP, low edu",0.45,0.79,0.36,243,1.0062533908736635,1.2315627966960467,1.273551858958505,0-20,60-80,80-100,1.002181721139235,1.002761281411797
