comb,epi_tail,"AR_0-14, low SEP, low edu","AR_0-14, high SEP, low edu","AR_15-24, low SEP, low edu","AR_15-24, low SEP, high edu","AR_15-24, high SEP, low edu","AR_15-24, high SEP, high edu","AR_25-64, low SEP, low edu","AR_25-64, low SEP, high edu","AR_25-64, high SEP, low edu","AR_25-64, high SEP, high edu","AR_65+, low SEP, low edu","AR_65+, low SEP, high edu","AR_65+, high SEP, low edu","AR_65+, high SEP, high edu",AR_overall,AR_0-14,AR_15-24,AR_25-64,AR_65+
46,0.6292661184981624,46.66108981263897,46.24126268458116,74.33175083815635,89.57314326331381,67.08011035214595,67.37408814533566,54.9542534142832,60.76262418136656,56.620401196390794,56.115565148396215,45.613668100448116,51.20259247097406,41.24575153052237,54.942217681956144,54.33614912936826,46.372342615523365,69.8691570969913,56.58102975371733,45.843065150205064
47,0.7061331698932263,46.40342628452132,45.885963530147855,75.18282040239467,89.92283659363294,65.77147805306187,68.02030247878842,55.10437394278814,60.076781156109355,55.26296662120586,56.55340474401023,44.02828984183936,49.589225302374494,40.96828220985756,55.97623234905666,53.94544284012209,46.04752760634804,69.35942723358812,56.2061824425018,45.417767554476534
48,0.7774911614875891,46.00147912439908,45.693633203067435,74.35120852576254,90.7684296075417,65.85164536895934,67.12688950022954,56.09928145378572,59.76980496072147,55.2367456474868,55.45454724907599,43.580168856978275,50.840770680174735,41.69936487051376,54.018175854312645,53.737989894695495,45.78974996020905,69.13441306734818,55.97505541759671,45.327747014518934
49,0.6568643803006237,46.75486604603855,45.98067684048646,74.37597915306985,89.87075842435955,66.66471539502352,67.75247309962432,55.45138658515803,60.71285233488762,55.750747096750345,56.25154327521872,45.26778452416929,49.34176582798344,41.17605675890317,55.29465163703555,54.16454711606697,46.22239696960112,69.65567339639767,56.41074930786651,45.672838655134036
50,0.6401522341457137,46.776579681619836,46.29294204650635,74.62773427188685,88.76611154079227,66.99499258960891,69.0377120902382,55.68317573806054,60.14495437411647,56.35385705143712,56.4065204972768,43.91929313249233,50.77282062083726,42.15944231369806,55.32381544470984,54.41202335710573,46.44394512271299,69.97819968926876,56.659410708576466,45.897442482883235
51,0.668178073468584,46.75308638533762,45.73116744115014,75.0688505623841,89.74370486315979,66.07668477462144,66.55761918929323,54.99579036673153,61.7304450565246,55.79015997396901,55.595738469655274,43.750707953267685,50.85938874673227,41.60285138826552,55.02921312491353,53.98423924609934,46.0502346373371,69.42459594188864,56.22261944493134,45.53572803060873
52,0.690219205469468,46.33882170339628,46.11347546987759,75.21689772857401,89.65655492619359,66.23721867826511,66.55878538866637,55.851287825613625,59.876276445315405,56.12441614019181,55.821156899861165,44.18738152050232,49.48256787877206,41.608336971816456,55.41116682318023,54.12519206137781,46.1838338787407,69.56531893399847,56.37916957714583,45.637351981905354
53,0.6302478462518606,46.61613333878178,46.446621663720784,73.9982273310187,89.19280618886047,67.63320369448978,66.7797857951847,55.81481883905325,60.468724066690676,56.29479835545445,56.45383123546736,44.205001641294714,50.03145578002111,42.47736292181482,54.9032389749053,54.47745157521433,46.49954720658336,70.06727720462844,56.71568565724745,45.98458294739679
54,0.7254072034552287,46.48865342857764,45.70960559216606,73.56888204609938,90.69951925683745,66.56496227898967,67.74032266762995,55.489993967318014,60.20791967241956,55.896362317163636,55.460404371274315,44.44495430539253,49.97167433363538,40.93259500116633,55.38676493946703,53.895298717182705,45.952842700425165,69.37730772944465,56.14118525833662,45.40957804978354
55,0.6349268256722034,46.580773410517835,46.3057774411246,73.589373779319,89.8167755277386,67.39036100590467,68.62292724692956,56.109728694161056,60.52068131283089,56.275485309989975,55.971617110409504,45.37868420386312,50.41501972755805,41.37928895041316,55.25011571966953,54.36045374605349,46.39163766850963,69.92023173602466,56.60479227480754,45.85868259425281
56,0.6160946258082187,46.87260658865512,46.26022366996322,74.10047899621735,89.21866184960713,67.42428602008863,67.22441491127059,55.98263513361755,61.12548196396853,56.238368268214955,56.03366513318547,44.661060460258085,51.55419364235844,41.61072374791188,55.42291975314295,54.41241683983766,46.451424060142074,69.99490250271604,56.65508015612903,45.897327785627596
57,0.6133782085018772,46.439975437246204,46.16753927983636,74.47348519513432,89.70797079829758,66.64158452969632,68.3233274942086,55.74178884739562,61.72293962270414,55.77163084731468,55.8398667297034,44.93360879057756,50.31262122058535,41.642211403397496,54.76724874371388,54.20869166331949,46.25260027354739,69.69881376124133,56.442697699689916,45.76381410705005
58,0.6740500658256452,46.67871615832597,46.071893908118724,75.37469906009912,89.19364560007942,66.18256946203518,68.15943471658304,55.34351741964034,59.98274214002175,56.15065594912464,56.29918806783348,45.55837813176773,50.5051992855554,41.27426191473831,54.682269862781304,54.21569836914828,46.2613581264491,69.65817986850433,56.46759268368835,45.74283619783729
59,0.6676064069603357,46.521830627173365,46.14325224018842,74.18641752501613,89.88529518812115,66.87904322266374,67.67493427258479,55.99754472210336,60.454364376306096,55.56865504674079,56.34364231766996,44.23192745253397,50.14324984553978,41.87605678632209,54.98958948544827,54.213495636564645,46.26145334132204,69.72793262134313,56.454684476609515,45.73172801549258
