q11,q21,q_sep
0.2754651775130613,0.599577353437339,0.4282927819693475
0.420413199365276,0.6593779961563069,0.5578387456116931
0.5386491725379119,0.6963857261114493,0.6729036774063057
0.02580707857505593,0.46337533293648114,0.13418878562441428
0.5616175187720757,0.7083675587686792,0.6974945987986293
0.7226195137739684,0.7553912555461699,0.8010865850193227
0.5944554405350719,0.7416628700362631,0.7380316146789072
0.2989489109936446,0.5596777156090667,0.3821339061595259
0.4190452412508373,0.6064496674523527,0.47580431048208327
0.7062287622266793,0.7612687739938807,0.8077714689749935
0.41091451361671094,0.6436034645838502,0.5441411016831699
0.8315494193701063,0.7697597041275732,0.8344119762913937
0.10953310243957948,0.44409014521879375,0.11273666303671537
0.20881369670391825,0.4818678595186746,0.22124640211999091
0.2282714154083768,0.5323389755181795,0.29147015168702994
0.39717584619407487,0.6077707087678554,0.4720709605002996
0.04342801058099344,0.4232161000939568,0.09292781834300401
0.4302068051172151,0.6292704632130023,0.4933119044970038
0.7467373905627899,0.7390506062389812,0.7727755198186486
0.4575327372089587,0.6692062533130851,0.5879854360087199
0.22332704930442848,0.5532279219187479,0.3759239614121632
0.8809381082944271,0.8209200166704491,0.9267122091895755
0.09167512869448724,0.4632516003488709,0.13390742371791753
0.8310589693004694,0.8351275447428359,0.969120538401932
0.2457190145831757,0.5339594092233301,0.2903489427039462
0.8221280301364178,0.7794346751859239,0.8553686667031911
0.4068051752568408,0.6033524752813839,0.4851430389662845
0.2851598411703419,0.5432085543777088,0.3190403332520352
0.8757295917764564,0.7912795299956092,0.8761647244335008
0.8905607378212627,0.8013256551336271,0.9090099515346615
0.4448343620909254,0.6046142428248357,0.4699898510038937
0.20870644209355593,0.5530551036454877,0.3350630485205217
0.21698907632263142,0.5002553471241349,0.23606277180762658
0.026509352732045466,0.45258801290324735,0.12524209277104392
0.3217961673119374,0.6080244670854899,0.4729982834544454
0.6520787096869778,0.7506514324834413,0.7836045111421891
0.5446737327776229,0.690434446374044,0.6365849220990922
0.7896572516581288,0.8203163594305594,0.9343397547024422
0.8411015451426062,0.8351466880301778,0.9437323181580399
0.4958001875553618,0.6835217086404328,0.6350666421864888
0.83803389202097,0.8060663057807514,0.8993423132835906
0.4862725401075857,0.6515529896804616,0.5728270789714512
0.6211536705765115,0.7223485028511463,0.7096946456234541
0.17091792778369752,0.5094991414679706,0.2314554152923921
0.30980034189709393,0.5747743036542192,0.375625041403881
0.28200534248595455,0.5741888835385497,0.41722184277395646
0.5294106272089772,0.6525763778256866,0.557547162749447
0.27917601659632496,0.5373224149761625,0.30686442876489517
0.7236647690304365,0.7451609963434591,0.7761299564123458
0.8120518200520184,0.7888216050498529,0.8799294631467592
0.4260763238816977,0.6347602563177875,0.5279222877152702
0.5196895571022068,0.6475040180502242,0.5436980967240429
0.15791107410761696,0.5025567527203121,0.2577442957922399
0.5895788033305688,0.6862952850876988,0.6258020357425779
0.7756819449146927,0.804215668872461,0.9076163319982703
0.5987246326353715,0.726737921954974,0.7168040556651967
0.49224101834219747,0.6547747596253987,0.5485368466098016
0.030994794102166656,0.465129295259594,0.16856861280026592
0.6904908180933736,0.7257241064489961,0.7026407926211719
0.4907123687420828,0.6365026830971204,0.5404393530588907
0.8391125646693272,0.8051938541400351,0.9223604697303458
0.6124482475845157,0.7031326994655953,0.6800164803561929
0.7476063197648273,0.7528128175981346,0.7697565137915037
0.593263302338062,0.7336473321023969,0.7372184660197261
0.00020225046091548737,0.39410043805992623,0.006963509728645456
0.6414961083942381,0.7342638775589445,0.7254504215457942
0.8103871974213327,0.7901889625484924,0.8885229319663813
0.2253808240243904,0.5097743113959717,0.25044952587764946
0.526865326140539,0.7104313379110306,0.6645174246216359
0.024810559431406976,0.4566917495129852,0.1175223376074852
0.8464770214465126,0.7901921160952569,0.887088423021212
0.24367657435470558,0.5672960469963931,0.38963190960797345
0.553424553645464,0.6604395420980027,0.6082029290269481
0.8129451301423187,0.7829864331031756,0.8243793888157744
0.7692579814076909,0.8050974969473231,0.901728097739915
0.6306187728587448,0.751468749575049,0.7586626860324144
0.6099612096754654,0.7133827831131396,0.7065515381802494
0.3857418336966256,0.5727489185958144,0.38737665673141886
0.6935231725339503,0.7075233557744977,0.6950501848139186
0.09462052922892528,0.4712527927664597,0.1617445281644917
0.4684515801478011,0.6323143361879722,0.5252710188872817
0.49495449553951576,0.6957908516930088,0.635150712489389
0.010363182041478458,0.43886177225125433,0.08769092266955203
0.8087077946651315,0.8014906465152073,0.8776400190559427
0.0012394138895007734,0.4215636669847691,0.0852969242769831
0.2337286572582088,0.559270827099499,0.3674141355027851
0.45345309306508375,0.636719773199761,0.5251661930794821
0.171926525634437,0.533793257498639,0.2894061376549144
0.22566595129905787,0.5071034134160141,0.23121566020030437
0.6853553499738655,0.7642448488351766,0.8088461983727097
0.7640631217895923,0.7548364879327021,0.7685049583874991
0.8143698795607726,0.7623078393570027,0.8189153308165432
0.25074781439025595,0.5497404823631453,0.33219365334890394
0.29566154368267084,0.558362839270929,0.35459479759555845
0.09876554279793437,0.49903979092829087,0.24983946452288752
0.6747695229834842,0.7276278019338238,0.751549465061975
0.298796056269506,0.5662546217850837,0.3684745693926199
0.21798140067876526,0.5370465438340903,0.300206005265793
0.534914051602334,0.6908905604818462,0.6707993469103506
0.34108943252692403,0.5793611643276364,0.4015152749850218
0.24087032724411006,0.5680435274259114,0.3674136891508283
0.8106299081135219,0.7632975004556416,0.826512608916247
0.19515683902324465,0.5198886686198985,0.2855564177512131
0.038225062932529696,0.46965354217013056,0.15221421716459838
0.428424173751493,0.6037995381934302,0.4458547428790922
0.4623118677913549,0.6509386514003244,0.5415465318739094
0.39696887802497527,0.635933153022194,0.5176280104135762
0.4009864954418515,0.5846936500435119,0.42266936631140095
0.5687072383969449,0.6814515719526215,0.6136562881936757
0.21063546568144376,0.5429927671694337,0.3308851356110194
0.1112537201932049,0.46414816180603324,0.18097237306686653
0.45614003195021213,0.6132940947956965,0.4811907635298177
0.15498022939660816,0.503604024922718,0.26301075137145846
0.8965047271440089,0.8067517504113988,0.9146557018890324
0.40016090280464756,0.6419643292694299,0.529047921708152
0.5573523149824186,0.6587110411869116,0.5751111990972712
0.1803626112966702,0.5268763878793057,0.2999287624992085
0.05415382522930834,0.4528186779572114,0.15280151241184992
0.7067078657843885,0.7567169523446038,0.8174742731287544
0.7422255705028773,0.7593643137885497,0.8238918936450077
0.08733738079055131,0.47244951157981663,0.1680431687297329
0.4220486995753491,0.614018379135243,0.49301723855139923
0.2727860025548534,0.5830173259820048,0.41148846348580603
0.5346152818474066,0.6617974051781733,0.6101373127381086
0.7445797271667158,0.806540428164748,0.8868362441379603
0.05809341039977389,0.4958848882691117,0.20145988099923573
0.04090114772428066,0.4233324675560075,0.09231387680402325
0.17937466945168057,0.5119568081625265,0.25640423035778936
0.8696598772048659,0.8100287529433496,0.932034423589092
