q11,q21,q_sep
0.06882164203122998,0.30438283810200106,0.1531942377628821
0.2704034516701008,0.08218085108670725,0.39036617650927397
0.3818044348988532,0.10457528648605086,0.41226223845501686
0.11959222748107046,0.1840866108430852,0.16673507704680202
0.017983916668624866,0.01200386467746306,0.1390132678039533
0.010991577616195514,0.27264229395901085,0.04744300559765735
0.45205452210103936,0.32492566480364105,0.5694928932751122
0.341778502087285,0.12922378318768912,0.4317230332264145
0.29040340842436363,0.28552980778504966,0.3596561970809091
0.46692285285949653,0.18550427599899633,0.5504324119283986
0.5427351505075018,0.32519164028253633,0.7138133452529857
0.22124737143657147,0.36450596427592463,0.3036253095834245
0.26742054919614866,0.3652459653946495,0.4119780172554002
0.01929364402248368,0.319872792668738,0.08949848863514742
0.5177918128833262,0.2833126737515249,0.5434237479779678
0.5747813298979383,0.3778300340261783,0.6295769673007294
0.3036978288866202,0.36006397029980597,0.37443696187405007
0.2071108936127135,0.10408151267594346,0.2672284023971291
0.22678209180519426,0.1959863600753996,0.3729748888076665
0.136195728129206,0.3201128829358785,0.16246579166825803
0.08959187528258539,0.12793171032678907,0.14282631193143136
0.5376498276126563,0.2857819453657354,0.667800496136101
0.5402700237840468,0.22417990416672817,0.5595346854239753
0.5257483769366751,0.26905580992629374,0.617168445146244
0.16586633989046917,0.05156491987456158,0.2562000549730381
0.04785110096460421,0.12351649273057486,0.0685157610043694
0.13770642873216643,0.3476199904665661,0.1549270970427289
0.1456380370838376,0.23873290896373545,0.23478712882982677
0.4523730323372841,0.18604954168675458,0.619425956991894
0.31067459041948486,0.16298166114710788,0.4376545243289337
0.525843947330163,0.36017099548547515,0.595525079859268
0.11106353365125521,0.28024262566660285,0.2651644994996082
0.0462287635612697,0.01718342670190731,0.16797983999993293
0.45775185445330935,0.25066740809296717,0.5483231688130477
0.5378394957262173,0.32003051157621465,0.5435730158679012
0.007436141175408917,0.3223285775296244,0.12447250836994617
0.23030501137964332,0.3065051070600301,0.29099267067322787
0.04405079902193332,0.18554179785174585,0.0608678358271556
0.22021766124483477,0.16657660503190252,0.24659872260500626
0.22498507910123577,0.33896343214526337,0.3229029941603765
0.38440129788800603,0.25725907274740056,0.5030155536000344
0.29361938727486125,0.2740357632909195,0.38644204693072826
0.1723300013387259,0.26043177770757997,0.3188821685536637
0.31227000085957946,0.1464632846454812,0.47407701514328626
0.2546551787565854,0.11335148869832312,0.2884914802369888
0.3725018574498842,0.14547407834493442,0.48016337576582235
0.33882933952085226,0.10871323237406871,0.46165487490476864
0.1306237387603879,0.018866358677129158,0.19853133315507032
0.32487502465768636,0.11686889610991313,0.45179844876729747
0.4594278956793101,0.3522429075445015,0.598247657465138
0.2149990487149459,0.35358423582007015,0.3075926623521549
0.13920133610916396,0.2739702743545228,0.15051004650080935
0.13403080442906934,0.08981375354038146,0.17310688353194503
0.01134513867563458,0.15358648020675014,0.13546967355519657
0.20800566485619798,0.16170898383843368,0.2831509878720977
0.09785532060506652,0.17261405135666508,0.23787469833209351
0.5137910179739067,0.1884267147064651,0.5999292207003253
0.010685082287368974,0.31945713255498676,0.11368165291553745
0.10654866425247311,0.2603535824815927,0.1423330012050309
0.49656858373918444,0.1656507728944343,0.5592232990683853
0.13477031610797163,0.03621090383179948,0.25104726360985286
0.3357980252016529,0.3517089227103518,0.3419065741698032
0.2082690189114098,0.021909006547119803,0.3072917210834215
0.21517566598109983,0.26971443219221836,0.27426718229989355
0.3023129160886373,0.3313351053747877,0.46825690901749084
0.1493215609972257,0.3398954604879697,0.2780755364239992
0.09788046957081764,0.23210359978175454,0.22473645998440073
0.1060353638523347,0.30770168811529974,0.19063343735441152
0.5189673627633099,0.2626151239501542,0.5433455999071991
0.25030114256732827,0.07451673045327711,0.29097159637466974
0.11980290357201073,0.2109904768021167,0.16330250778673083
0.4798128304284268,0.3780465239008055,0.5568729845006929
0.40590820752064316,0.331283314997352,0.46894629546367717
0.4116636420859833,0.2693261353258878,0.4151118427946301
0.08024908135951447,0.14998048659289254,0.08708322930172296
0.2289734795632159,0.12415238149067453,0.2525463033595795
0.22488556219709122,0.0668925966561168,0.29968144949284925
0.0031307696904504523,0.15096296335736792,0.05525516537504138
0.3063510798683283,0.17160189418053606,0.3943106247130337
0.2073731488195868,0.22879466760909506,0.3156829947399148
0.14443111083504623,0.043677332484431175,0.15735335055710442
0.359819985674231,0.2041460341136434,0.38575437927963396
0.19295043542115065,0.11847422753611359,0.32080426608736423
0.3071755102200662,0.18664612994574092,0.327090321141949
0.5657078088234858,0.2675411720695967,0.7004089976370678
0.04173140564942057,0.2820398755326382,0.09129179211997451
0.3881373344001918,0.2907185411750224,0.3894601368659337
0.020618370459347002,0.28015508686279633,0.07919349117582741
0.43540777817464293,0.19762134266744935,0.5788053171894552
0.04750276935478992,0.18382346289371632,0.1735316876659434
0.24079108148377248,0.34520765870070214,0.2441362701592502
0.12032339033029371,0.22990541261815134,0.280819527910632
0.35874032338359885,0.20483059363290856,0.48351851902830534
0.1447772436005451,0.13796571448922268,0.20633659262144377
0.5400112747592125,0.35422551371967703,0.6274146014843768
0.3175849492339061,0.2252962083549518,0.3733740032251003
0.23269587888494336,0.15050985264865346,0.38472331479154176
0.47845134998206695,0.2142016886116318,0.6214935971559603
0.409649847403884,0.3025915614139928,0.47148064098068043
0.06934378525952867,0.1586846741687642,0.17060274243124607
0.19392316808627408,0.3129238466940293,0.22938005480280077
0.5722332568623717,0.33080407504903175,0.7346262380232819
0.3876380925920484,0.3631365803345604,0.49634694093569987
0.27943290740307425,0.33735943803060386,0.2958461668134543
0.5740179255065155,0.2706793906192475,0.7002457829512382
0.5510511525917137,0.3201572132061178,0.6971496161474504
0.0030456016211881654,0.11717779908058057,0.08724559935464771
0.2207868494197377,0.2970707104181606,0.3183491510335371
0.23956173860526364,0.37210712952344527,0.4053267142114002
